Server_0E	Server_0	Server_03	Server_02	Server_0C	
3.317	3.287	3.616	3.351	3.309	
3.317	3.287	3.574	3.351	3.309	
3.317	3.287	3.553	3.351	3.309	
3.317	3.287	3.542	3.351	3.309	
3.317	3.287	3.292	3.351	3.309	
3.317	3.287	3.412	3.351	3.309	
3.317	3.287	3.716	3.351	3.309	
3.317	3.287	3.624	3.351	3.309	
3.317	3.287	3.333	3.351	3.309	
3.317	3.287	3.677	3.351	3.309	
3.317	3.287	3.604	3.351	3.309	
3.317	3.287	3.568	3.351	3.309	
3.317	3.287	3.550	3.351	3.309	
3.317	3.287	3.541	3.351	3.309	
3.317	3.287	3.536	3.351	3.309	
3.317	3.287	3.534	3.351	3.309	
3.317	3.287	3.533	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.287	3.351	3.309	
3.317	3.287	3.409	3.351	3.309	
3.317	3.287	3.715	3.351	3.309	
3.317	3.287	3.868	3.351	3.309	
3.317	3.287	3.700	3.351	3.309	
3.317	3.287	3.616	3.351	3.309	
3.317	3.287	3.574	3.351	3.309	
3.317	3.287	3.553	3.351	3.309	
3.317	3.287	3.542	3.351	3.309	
3.317	3.287	3.537	3.351	3.309	
3.317	3.287	3.534	3.351	3.309	
3.317	3.287	3.778	3.351	3.309	
3.317	3.287	3.655	3.351	3.309	
3.317	3.287	3.593	3.351	3.309	
3.317	3.287	3.562	3.351	3.309	
3.317	3.287	3.547	3.351	3.309	
3.317	3.287	3.539	3.351	3.309	
3.317	3.287	3.535	3.351	3.309	
3.317	3.287	3.534	3.351	3.309	
3.317	3.287	3.533	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.776	3.351	3.309	
3.317	3.287	3.654	3.351	3.309	
3.317	3.287	3.593	3.351	3.309	
3.317	3.287	3.562	3.351	3.309	
3.317	3.287	3.547	3.351	3.309	
3.317	3.287	3.539	3.351	3.309	
3.317	3.287	3.535	3.351	3.309	
3.317	3.287	3.534	3.351	3.309	
3.317	3.287	3.533	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.532	3.351	3.309	
3.317	3.287	3.287	3.351	3.309	
3.317	3.287	3.654	3.351	3.309	
3.317	3.287	3.593	3.351	3.309	
3.317	3.287	3.562	3.351	3.309	
3.317	3.287	3.547	3.351	3.309	
3.317	3.287	3.539	3.351	3.309	
3.317	3.287	3.291	3.351	3.309	
3.317	3.287	3.656	3.351	3.309	
3.317	3.287	3.594	3.351	3.309	
3.317	3.287	3.563	3.351	3.309	
3.317	3.287	3.547	3.351	3.309	
3.317	3.287	3.539	3.351	3.309	
3.317	3.287	3.291	3.351	3.309	
3.317	3.287	3.291	3.196	3.309	
3.317	3.287	3.291	3.609	3.309	
3.317	3.287	3.291	3.570	3.309	
3.317	3.287	3.291	3.551	3.309	
3.317	3.287	3.291	3.541	3.309	
3.317	3.287	3.291	3.536	3.309	
3.317	3.287	3.291	3.289	3.309	
3.317	3.287	3.291	3.410	3.309	
3.317	3.287	3.291	3.716	3.309	
3.317	3.287	3.291	3.624	3.309	
3.317	3.287	3.291	3.333	3.309	
3.317	3.287	3.291	3.677	3.309	
3.317	3.287	3.291	3.604	3.309	
3.317	3.287	3.291	3.568	3.309	
3.317	3.287	3.291	3.550	3.309	
3.317	3.287	3.291	3.296	3.309	
3.179	3.287	3.291	3.296	3.309	
3.355	3.287	3.291	3.296	3.309	
3.444	3.287	3.291	3.296	3.309	
3.243	3.287	3.291	3.296	3.309	
3.387	3.287	3.291	3.296	3.309	
3.459	3.287	3.291	3.296	3.309	
3.251	3.287	3.291	3.296	3.309	
3.391	3.287	3.291	3.296	3.309	
3.461	3.287	3.291	3.296	3.309	
3.252	3.287	3.291	3.296	3.309	
3.392	3.287	3.291	3.296	3.309	
3.217	3.287	3.291	3.296	3.309	
3.374	3.287	3.291	3.296	3.309	
3.453	3.287	3.291	3.296	3.309	
3.247	3.287	3.291	3.296	3.309	
3.389	3.287	3.291	3.296	3.309	
3.216	3.287	3.291	3.296	3.309	
3.374	3.287	3.291	3.296	3.309	
