Server_07	Server_0	Server_0B	Server_0A	Server_06	
3.330	3.324	3.604	3.327	3.094	
3.330	3.324	3.568	3.327	3.094	
3.330	3.324	3.305	3.327	3.094	
3.330	3.324	3.663	3.327	3.094	
3.330	3.324	3.597	3.327	3.094	
3.330	3.324	3.564	3.327	3.094	
3.330	3.324	3.548	3.327	3.094	
3.330	3.324	3.295	3.327	3.094	
3.186	3.324	3.295	3.327	3.094	
3.359	3.324	3.295	3.327	3.094	
3.690	3.324	3.295	3.327	3.094	
3.611	3.324	3.295	3.327	3.094	
3.571	3.324	3.295	3.327	3.094	
3.551	3.324	3.295	3.327	3.094	
3.541	3.324	3.295	3.327	3.094	
3.537	3.324	3.295	3.327	3.094	
3.534	3.324	3.295	3.327	3.094	
3.533	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.287	3.324	3.295	3.327	3.094	
3.654	3.324	3.295	3.327	3.094	
3.593	3.324	3.295	3.327	3.094	
3.562	3.324	3.295	3.327	3.094	
3.547	3.324	3.295	3.327	3.094	
3.539	3.324	3.295	3.327	3.094	
3.535	3.324	3.295	3.327	3.094	
3.534	3.324	3.295	3.327	3.094	
3.533	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.287	3.324	3.295	3.327	3.094	
3.654	3.324	3.295	3.327	3.094	
3.593	3.324	3.295	3.327	3.094	
3.562	3.324	3.295	3.327	3.094	
3.547	3.324	3.295	3.327	3.094	
3.539	3.324	3.295	3.327	3.094	
3.535	3.324	3.295	3.327	3.094	
3.534	3.324	3.295	3.327	3.094	
3.533	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.532	3.324	3.295	3.327	3.094	
3.287	3.324	3.295	3.327	3.094	
3.409	3.324	3.295	3.327	3.094	
3.715	3.324	3.295	3.327	3.094	
3.623	3.324	3.295	3.327	3.094	
3.577	3.324	3.295	3.327	3.094	
3.555	3.324	3.295	3.327	3.094	
3.543	3.324	3.295	3.327	3.094	
3.537	3.324	3.295	3.327	3.094	
3.534	3.324	3.295	3.327	3.094	
3.288	3.324	3.295	3.327	3.094	
3.655	3.324	3.295	3.327	3.094	
3.348	3.324	3.295	3.327	3.094	
3.440	3.324	3.295	3.327	3.094	
3.486	3.324	3.295	3.327	3.094	
3.509	3.324	3.295	3.327	3.094	
3.520	3.324	3.295	3.327	3.094	
3.281	3.324	3.295	3.327	3.094	
3.651	3.324	3.295	3.327	3.094	
3.591	3.324	3.295	3.327	3.094	
3.561	3.324	3.295	3.327	3.094	
3.302	3.324	3.295	3.327	3.094	
3.417	3.324	3.295	3.327	3.094	
3.719	3.324	3.295	3.327	3.094	
3.625	3.324	3.295	3.327	3.094	
3.578	3.324	3.295	3.327	3.094	
3.555	3.324	3.295	3.327	3.094	
3.298	3.324	3.295	3.327	3.094	
3.660	3.324	3.295	3.327	3.094	
3.351	3.324	3.295	3.327	3.094	
3.196	3.324	3.295	3.327	3.094	
3.609	3.324	3.295	3.327	3.094	
3.570	3.324	3.295	3.327	3.094	
3.551	3.324	3.295	3.327	3.094	
3.296	3.324	3.295	3.327	3.094	
3.296	3.324	3.295	3.184	3.094	
3.296	3.324	3.295	3.603	3.094	
3.296	3.324	3.295	3.322	3.094	
3.296	3.324	3.295	3.427	3.094	
3.296	3.324	3.295	3.724	3.094	
3.296	3.324	3.295	3.628	3.094	
3.296	3.324	3.295	3.335	3.094	
3.296	3.324	3.295	3.433	3.094	
3.296	3.324	3.295	3.482	3.094	
3.296	3.324	3.295	3.752	3.094	
3.296	3.324	3.295	3.642	3.094	
3.296	3.324	3.295	3.587	3.094	
3.296	3.324	3.295	3.559	3.094	
3.296	3.324	3.295	3.545	3.094	
3.296	3.324	3.295	3.538	3.094	
3.296	3.324	3.295	3.535	3.094	
3.296	3.324	3.295	3.533	3.094	
3.296	3.324	3.295	3.532	3.094	
3.296	3.324	3.295	3.532	3.094	
3.296	3.324	3.295	3.532	3.094	
3.296	3.324	3.295	3.287	3.094	
3.296	3.324	3.295	3.409	3.094	
3.296	3.324	3.295	3.470	3.094	
3.296	3.324	3.295	3.501	3.094	
