Server_0C	Server_0	Server_02	Server_0A	Server_05	
3.363	3.323	3.346	3.583	3.331	
3.363	3.323	3.346	3.557	3.331	
3.363	3.323	3.346	3.300	3.331	
3.363	3.323	3.346	3.660	3.331	
3.363	3.323	3.346	3.596	3.331	
3.363	3.323	3.346	3.564	3.331	
3.363	3.323	3.346	3.548	3.331	
3.363	3.323	3.346	3.540	3.331	
3.363	3.323	3.346	3.536	3.331	
3.363	3.323	3.346	3.534	3.331	
3.363	3.323	3.346	3.533	3.331	
3.363	3.323	3.346	3.532	3.331	
3.363	3.323	3.346	3.287	3.331	
3.363	3.323	3.346	3.409	3.331	
3.363	3.323	3.346	3.715	3.331	
3.363	3.323	3.346	3.623	3.331	
3.363	3.323	3.346	3.333	3.331	
3.203	3.323	3.346	3.333	3.331	
3.203	3.323	3.194	3.333	3.331	
3.203	3.323	3.608	3.333	3.331	
3.203	3.323	3.325	3.333	3.331	
3.203	3.323	3.673	3.333	3.331	
3.203	3.323	3.602	3.333	3.331	
3.203	3.323	3.567	3.333	3.331	
3.203	3.323	3.549	3.333	3.331	
3.203	3.323	3.540	3.333	3.331	
3.203	3.323	3.781	3.333	3.331	
3.203	3.323	3.656	3.333	3.331	
3.203	3.323	3.594	3.333	3.331	
3.203	3.323	3.563	3.333	3.331	
3.203	3.323	3.547	3.333	3.331	
3.203	3.323	3.539	3.333	3.331	
3.203	3.323	3.535	3.333	3.331	
3.203	3.323	3.534	3.333	3.331	
3.203	3.323	3.533	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.287	3.333	3.331	
3.203	3.323	3.654	3.333	3.331	
3.203	3.323	3.593	3.333	3.331	
3.203	3.323	3.562	3.333	3.331	
3.203	3.323	3.547	3.333	3.331	
3.203	3.323	3.539	3.333	3.331	
3.203	3.323	3.535	3.333	3.331	
3.203	3.323	3.534	3.333	3.331	
3.203	3.323	3.533	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.287	3.333	3.331	
3.203	3.323	3.654	3.333	3.331	
3.203	3.323	3.593	3.333	3.331	
3.203	3.323	3.562	3.333	3.331	
3.203	3.323	3.547	3.333	3.331	
3.203	3.323	3.539	3.333	3.331	
3.203	3.323	3.291	3.333	3.331	
3.203	3.323	3.411	3.333	3.331	
3.203	3.323	3.716	3.333	3.331	
3.203	3.323	3.624	3.333	3.331	
3.203	3.323	3.578	3.333	3.331	
3.203	3.323	3.555	3.333	3.331	
3.203	3.323	3.543	3.333	3.331	
3.203	3.323	3.292	3.333	3.331	
3.203	3.323	3.412	3.333	3.331	
3.203	3.323	3.472	3.333	3.331	
3.203	3.323	3.746	3.333	3.331	
3.203	3.323	3.639	3.333	3.331	
3.203	3.323	3.585	3.333	3.331	
3.203	3.323	3.558	3.333	3.331	
3.203	3.323	3.545	3.333	3.331	
3.203	3.323	3.538	3.333	3.331	
3.203	3.323	3.535	3.333	3.331	
3.203	3.323	3.533	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.532	3.333	3.331	
3.203	3.323	3.777	3.333	3.331	
3.203	3.323	3.654	3.333	3.331	
3.203	3.323	3.593	3.333	3.331	
3.203	3.323	3.562	3.333	3.331	
3.203	3.323	3.547	3.333	3.331	
3.203	3.323	3.539	3.333	3.331	
3.203	3.323	3.291	3.333	3.331	
3.203	3.323	3.291	3.187	3.331	
3.203	3.323	3.291	3.604	3.331	
3.203	3.323	3.291	3.568	3.331	
3.203	3.323	3.291	3.550	3.331	
3.203	3.323	3.291	3.541	3.331	
3.203	3.323	3.291	3.781	3.331	
3.203	3.323	3.291	3.656	3.331	
3.203	3.323	3.291	3.594	3.331	
3.203	3.323	3.291	3.563	3.331	
3.203	3.323	3.291	3.302	3.331	
3.203	3.323	3.291	3.302	3.186	
3.203	3.323	3.291	3.302	3.604	
3.203	3.323	3.291	3.302	3.568	
3.203	3.323	3.291	3.302	3.550	
3.203	3.323	3.291	3.302	3.541	
3.203	3.323	3.291	3.302	3.536	
3.203	3.323	3.291	3.302	3.534	
3.203	3.323	3.291	3.302	3.533	
3.203	3.323	3.291	3.302	3.777	
3.203	3.323	3.291	3.302	3.654	
3.203	3.323	3.291	3.302	3.593	
3.203	3.323	3.291	3.302	3.317	
3.203	3.323	3.291	3.302	3.424	
3.203	3.323	3.291	3.302	3.478	
3.203	3.323	3.291	3.302	3.505	
3.203	3.323	3.291	3.302	3.273	
3.203	3.323	3.291	3.302	3.402	
3.203	3.323	3.291	3.302	3.712	
3.203	3.323	3.291	3.302	3.622	
3.203	3.323	3.291	3.302	3.577	
3.203	3.323	3.291	3.302	3.554	
3.203	3.323	3.291	3.302	3.543	
3.203	3.323	3.291	3.302	3.537	
3.203	3.323	3.291	3.302	3.534	
3.203	3.323	3.291	3.302	3.533	
3.203	3.323	3.291	3.302	3.532	
3.203	3.323	3.291	3.302	3.532	
3.203	3.323	3.291	3.302	3.532	
3.203	3.323	3.291	3.302	3.532	
3.203	3.323	3.291	3.302	3.287	
3.203	3.323	3.291	3.302	3.654	
