Server_0C	Server_0	Server_05	Server_02	Server_0E	
3.246	3.257	3.478	3.178	3.192	
3.246	3.257	3.750	3.178	3.192	
3.246	3.257	3.641	3.178	3.192	
3.246	3.257	3.586	3.178	3.192	
3.246	3.257	3.559	3.178	3.192	
3.246	3.257	3.545	3.178	3.192	
3.246	3.257	3.538	3.178	3.192	
3.246	3.257	3.535	3.178	3.192	
3.246	3.257	3.533	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.287	3.178	3.192	
3.246	3.257	3.654	3.178	3.192	
3.246	3.257	3.593	3.178	3.192	
3.246	3.257	3.562	3.178	3.192	
3.246	3.257	3.547	3.178	3.192	
3.246	3.257	3.294	3.178	3.192	
3.246	3.257	3.658	3.178	3.192	
3.246	3.257	3.595	3.178	3.192	
3.246	3.257	3.563	3.178	3.192	
3.246	3.257	3.547	3.178	3.192	
3.246	3.257	3.295	3.178	3.192	
3.246	3.257	3.413	3.178	3.192	
3.246	3.257	3.472	3.178	3.192	
3.246	3.257	3.747	3.178	3.192	
3.246	3.257	3.639	3.178	3.192	
3.246	3.257	3.340	3.178	3.192	
3.246	3.257	3.436	3.178	3.192	
3.246	3.257	3.484	3.178	3.192	
3.246	3.257	3.752	3.178	3.192	
3.246	3.257	3.642	3.178	3.192	
3.246	3.257	3.587	3.178	3.192	
3.246	3.257	3.559	3.178	3.192	
3.246	3.257	3.545	3.178	3.192	
3.246	3.257	3.538	3.178	3.192	
3.246	3.257	3.535	3.178	3.192	
3.246	3.257	3.533	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.287	3.178	3.192	
3.246	3.257	3.409	3.178	3.192	
3.246	3.257	3.470	3.178	3.192	
3.246	3.257	3.501	3.178	3.192	
3.246	3.257	3.516	3.178	3.192	
3.246	3.257	3.524	3.178	3.192	
3.246	3.257	3.528	3.178	3.192	
3.246	3.257	3.530	3.178	3.192	
3.246	3.257	3.286	3.178	3.192	
3.246	3.257	3.653	3.178	3.192	
3.246	3.257	3.593	3.178	3.192	
3.246	3.257	3.562	3.178	3.192	
3.246	3.257	3.547	3.178	3.192	
3.246	3.257	3.539	3.178	3.192	
3.246	3.257	3.291	3.178	3.192	
3.246	3.257	3.656	3.178	3.192	
3.246	3.257	3.349	3.178	3.192	
3.246	3.257	3.440	3.178	3.192	
3.246	3.257	3.486	3.178	3.192	
3.246	3.257	3.509	3.178	3.192	
3.246	3.257	3.765	3.178	3.192	
3.246	3.257	3.648	3.178	3.192	
3.246	3.257	3.590	3.178	3.192	
3.246	3.257	3.561	3.178	3.192	
3.246	3.257	3.546	3.178	3.192	
3.246	3.257	3.294	3.178	3.192	
3.246	3.257	3.413	3.178	3.192	
3.246	3.257	3.472	3.178	3.192	
3.246	3.257	3.502	3.178	3.192	
3.246	3.257	3.517	3.178	3.192	
3.246	3.257	3.524	3.178	3.192	
3.246	3.257	3.283	3.178	3.192	
3.246	3.257	3.652	3.178	3.192	
3.246	3.257	3.592	3.178	3.192	
3.246	3.257	3.317	3.178	3.192	
3.246	3.257	3.669	3.178	3.192	
3.246	3.257	3.600	3.178	3.192	
3.246	3.257	3.566	3.178	3.192	
3.246	3.257	3.549	3.178	3.192	
3.246	3.257	3.540	3.178	3.192	
3.246	3.257	3.536	3.178	3.192	
3.246	3.257	3.534	3.178	3.192	
3.246	3.257	3.533	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.287	3.178	3.192	
3.246	3.257	3.654	3.178	3.192	
3.246	3.257	3.593	3.178	3.192	
3.246	3.257	3.562	3.178	3.192	
3.246	3.257	3.547	3.178	3.192	
3.246	3.257	3.539	3.178	3.192	
3.246	3.257	3.535	3.178	3.192	
3.246	3.257	3.534	3.178	3.192	
3.246	3.257	3.533	3.178	3.192	
3.246	3.257	3.532	3.178	3.192	
3.246	3.257	3.287	3.178	3.192	
3.246	3.257	3.654	3.178	3.192	
3.246	3.257	3.593	3.178	3.192	
3.246	3.257	3.317	3.178	3.192	
3.246	3.257	3.424	3.178	3.192	
3.246	3.257	3.723	3.178	3.192	
3.246	3.257	3.627	3.178	3.192	
3.246	3.257	3.579	3.178	3.192	
3.246	3.257	3.555	3.178	3.192	
3.246	3.257	3.544	3.178	3.192	
3.246	3.257	3.538	3.178	3.192	
3.246	3.257	3.290	3.178	3.192	
3.246	3.257	3.655	3.178	3.192	
3.246	3.257	3.594	3.178	3.192	
3.246	3.257	3.563	3.178	3.192	
3.246	3.257	3.547	3.178	3.192	
3.246	3.257	3.539	3.178	3.192	
3.246	3.257	3.291	3.178	3.192	
3.246	3.257	3.656	3.178	3.192	
3.246	3.257	3.594	3.178	3.192	
3.246	3.257	3.318	3.178	3.192	
3.246	3.257	3.425	3.178	3.192	
3.246	3.257	3.723	3.178	3.192	
3.246	3.257	3.627	3.178	3.192	
3.246	3.257	3.579	3.178	3.192	
3.246	3.257	3.556	3.178	3.192	
3.246	3.257	3.544	3.178	3.192	
3.246	3.257	3.538	3.178	3.192	
3.246	3.257	3.290	3.178	3.192	
3.246	3.257	3.655	3.178	3.192	
3.246	3.257	3.594	3.178	3.192	
3.246	3.257	3.563	3.178	3.192	
3.246	3.257	3.547	3.178	3.192	
3.246	3.257	3.539	3.178	3.192	
3.246	3.257	3.291	3.178	3.192	
3.246	3.257	3.411	3.178	3.192	
3.246	3.257	3.226	3.178	3.192	
