Server_09	Server_0	Server_01	Server_0F	Server_0A	
3.595	3.379	3.377	3.336	3.315	
3.563	3.379	3.377	3.336	3.315	
3.547	3.379	3.377	3.336	3.315	
3.539	3.379	3.377	3.336	3.315	
3.536	3.379	3.377	3.336	3.315	
3.534	3.379	3.377	3.336	3.315	
3.288	3.379	3.377	3.336	3.315	
3.410	3.379	3.377	3.336	3.315	
3.715	3.379	3.377	3.336	3.315	
3.624	3.379	3.377	3.336	3.315	
3.578	3.379	3.377	3.336	3.315	
3.555	3.379	3.377	3.336	3.315	
3.298	3.379	3.377	3.336	3.315	
3.660	3.379	3.377	3.336	3.315	
3.596	3.379	3.377	3.336	3.315	
3.564	3.379	3.377	3.336	3.315	
3.548	3.379	3.377	3.336	3.315	
3.540	3.379	3.377	3.336	3.315	
3.291	3.379	3.377	3.336	3.315	
3.411	3.379	3.377	3.336	3.315	
3.471	3.379	3.377	3.336	3.315	
3.257	3.379	3.377	3.336	3.315	
3.394	3.379	3.377	3.336	3.315	
3.708	3.379	3.377	3.336	3.315	
3.375	3.379	3.377	3.336	3.315	
3.453	3.379	3.377	3.336	3.315	
3.492	3.379	3.377	3.336	3.315	
3.512	3.379	3.377	3.336	3.315	
3.522	3.379	3.377	3.336	3.315	
3.771	3.379	3.377	3.336	3.315	
3.652	3.379	3.377	3.336	3.315	
3.592	3.379	3.377	3.336	3.315	
3.562	3.379	3.377	3.336	3.315	
3.547	3.379	3.377	3.336	3.315	
3.539	3.379	3.377	3.336	3.315	
3.535	3.379	3.377	3.336	3.315	
3.533	3.379	3.377	3.336	3.315	
3.533	3.379	3.377	3.336	3.315	
3.532	3.379	3.377	3.336	3.315	
3.532	3.379	3.377	3.336	3.315	
