Server_06	Server_0	Server_0F	Server_05	Server_0D	
3.533	3.275	3.196	3.204	3.319	
3.777	3.275	3.196	3.204	3.319	
3.654	3.275	3.196	3.204	3.319	
3.593	3.275	3.196	3.204	3.319	
3.562	3.275	3.196	3.204	3.319	
3.547	3.275	3.196	3.204	3.319	
3.539	3.275	3.196	3.204	3.319	
3.535	3.275	3.196	3.204	3.319	
3.534	3.275	3.196	3.204	3.319	
3.533	3.275	3.196	3.204	3.319	
3.532	3.275	3.196	3.204	3.319	
3.287	3.275	3.196	3.204	3.319	
3.409	3.275	3.196	3.204	3.319	
3.470	3.275	3.196	3.204	3.319	
3.501	3.275	3.196	3.204	3.319	
3.516	3.275	3.196	3.204	3.319	
3.524	3.275	3.196	3.204	3.319	
3.283	3.275	3.196	3.204	3.319	
3.652	3.275	3.196	3.204	3.319	
3.592	3.275	3.196	3.204	3.319	
3.562	3.275	3.196	3.204	3.319	
3.547	3.275	3.196	3.204	3.319	
3.539	3.275	3.196	3.204	3.319	
3.535	3.275	3.196	3.204	3.319	
3.533	3.275	3.196	3.204	3.319	
3.533	3.275	3.196	3.204	3.319	
3.532	3.275	3.196	3.204	3.319	
3.532	3.275	3.196	3.204	3.319	
3.532	3.275	3.196	3.204	3.319	
3.287	3.275	3.196	3.204	3.319	
3.654	3.275	3.196	3.204	3.319	
3.593	3.275	3.196	3.204	3.319	
3.562	3.275	3.196	3.204	3.319	
3.547	3.275	3.196	3.204	3.319	
3.539	3.275	3.196	3.204	3.319	
3.535	3.275	3.196	3.204	3.319	
3.534	3.275	3.196	3.204	3.319	
3.533	3.275	3.196	3.204	3.319	
3.532	3.275	3.196	3.204	3.319	
3.287	3.275	3.196	3.204	3.319	
3.654	3.275	3.196	3.204	3.319	
3.593	3.275	3.196	3.204	3.319	
3.562	3.275	3.196	3.204	3.319	
3.547	3.275	3.196	3.204	3.319	
3.539	3.275	3.196	3.204	3.319	
3.535	3.275	3.196	3.204	3.319	
3.534	3.275	3.196	3.204	3.319	
3.777	3.275	3.196	3.204	3.319	
3.654	3.275	3.196	3.204	3.319	
3.348	3.275	3.196	3.204	3.319	
3.440	3.275	3.196	3.204	3.319	
3.486	3.275	3.196	3.204	3.319	
3.509	3.275	3.196	3.204	3.319	
3.520	3.275	3.196	3.204	3.319	
3.526	3.275	3.196	3.204	3.319	
3.529	3.275	3.196	3.204	3.319	
3.775	3.275	3.196	3.204	3.319	
3.408	3.275	3.196	3.204	3.319	
3.470	3.275	3.196	3.204	3.319	
3.501	3.275	3.196	3.204	3.319	
3.516	3.275	3.196	3.204	3.319	
3.524	3.275	3.196	3.204	3.319	
3.528	3.275	3.196	3.204	3.319	
3.285	3.275	3.196	3.204	3.319	
3.653	3.275	3.196	3.204	3.319	
3.592	3.275	3.196	3.204	3.319	
3.562	3.275	3.196	3.204	3.319	
3.302	3.275	3.196	3.204	3.319	
3.662	3.275	3.196	3.204	3.319	
3.352	3.275	3.196	3.204	3.319	
3.197	3.275	3.196	3.204	3.319	
3.609	3.275	3.196	3.204	3.319	
3.570	3.275	3.196	3.204	3.319	
3.306	3.275	3.196	3.204	3.319	
3.419	3.275	3.196	3.204	3.319	
3.720	3.275	3.196	3.204	3.319	
3.626	3.275	3.196	3.204	3.319	
3.334	3.275	3.196	3.204	3.319	
3.433	3.275	3.196	3.204	3.319	
3.482	3.275	3.196	3.204	3.319	
3.507	3.275	3.196	3.204	3.319	
3.764	3.275	3.196	3.204	3.319	
3.648	3.275	3.196	3.204	3.319	
3.590	3.275	3.196	3.204	3.319	
3.316	3.275	3.196	3.204	3.319	
3.316	3.275	3.196	3.204	3.180	
3.316	3.275	3.196	3.204	3.356	
3.316	3.275	3.196	3.204	3.444	
3.316	3.275	3.196	3.204	3.243	
3.316	3.275	3.196	3.204	3.387	
3.316	3.275	3.196	3.204	3.459	
3.316	3.275	3.196	3.204	3.251	
3.316	3.275	3.196	3.204	3.391	
3.316	3.275	3.196	3.204	3.461	
3.316	3.275	3.196	3.204	3.496	
3.316	3.275	3.196	3.204	3.269	
3.316	3.275	3.196	3.204	3.400	
3.316	3.275	3.196	3.204	3.466	
