Server_09	Server_0	Server_05	Server_0E	Server_0B	
3.304	3.318	3.040	3.279	3.300	
3.304	3.318	3.040	3.279	3.661	
3.304	3.318	3.040	3.279	3.596	
3.304	3.318	3.040	3.279	3.564	
3.304	3.318	3.040	3.279	3.548	
3.304	3.318	3.040	3.279	3.295	
3.304	3.318	3.040	3.279	3.413	
3.304	3.318	3.040	3.279	3.717	
3.304	3.318	3.040	3.279	3.624	
3.304	3.318	3.040	3.279	3.578	
3.304	3.318	3.040	3.279	3.555	
3.304	3.318	3.040	3.279	3.543	
3.304	3.318	3.040	3.279	3.782	
3.304	3.318	3.040	3.279	3.657	
3.304	3.318	3.040	3.279	3.594	
3.304	3.318	3.040	3.279	3.563	
3.304	3.318	3.040	3.279	3.547	
3.304	3.318	3.040	3.279	3.539	
3.304	3.318	3.040	3.279	3.536	
3.304	3.318	3.040	3.279	3.534	
3.304	3.318	3.040	3.279	3.533	
3.304	3.318	3.040	3.279	3.287	
3.304	3.318	3.040	3.279	3.654	
3.304	3.318	3.040	3.279	3.593	
3.304	3.318	3.040	3.279	3.562	
3.304	3.318	3.040	3.279	3.547	
3.304	3.318	3.040	3.279	3.294	
3.304	3.318	3.040	3.279	3.413	
3.304	3.318	3.040	3.279	3.472	
3.304	3.318	3.040	3.279	3.502	
3.304	3.318	3.040	3.279	3.272	
3.304	3.318	3.040	3.279	3.402	
3.304	3.318	3.040	3.279	3.711	
3.304	3.318	3.040	3.279	3.622	
3.304	3.318	3.040	3.279	3.577	
3.304	3.318	3.040	3.279	3.554	
3.304	3.318	3.040	3.279	3.543	
3.304	3.318	3.040	3.279	3.537	
3.304	3.318	3.040	3.279	3.534	
3.304	3.318	3.040	3.279	3.288	
3.304	3.318	3.040	3.279	3.655	
3.304	3.318	3.040	3.279	3.593	
3.304	3.318	3.040	3.279	3.562	
3.304	3.318	3.040	3.279	3.547	
3.304	3.318	3.040	3.279	3.294	
3.304	3.318	3.040	3.279	3.413	
3.304	3.318	3.040	3.279	3.717	
3.304	3.318	3.040	3.279	3.624	
3.304	3.318	3.040	3.279	3.578	
3.304	3.318	3.040	3.279	3.555	
3.304	3.318	3.040	3.279	3.543	
3.304	3.318	3.040	3.279	3.537	
3.304	3.318	3.040	3.279	3.534	
3.304	3.318	3.040	3.279	3.533	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.287	
3.304	3.318	3.040	3.279	3.654	
3.304	3.318	3.040	3.279	3.593	
3.304	3.318	3.040	3.279	3.562	
3.304	3.318	3.040	3.279	3.547	
3.304	3.318	3.040	3.279	3.539	
3.304	3.318	3.040	3.279	3.535	
3.304	3.318	3.040	3.279	3.534	
3.304	3.318	3.040	3.279	3.533	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.532	
3.304	3.318	3.040	3.279	3.287	
3.304	3.318	3.040	3.279	3.654	
3.304	3.318	3.040	3.279	3.593	
3.304	3.318	3.040	3.279	3.562	
3.304	3.318	3.040	3.279	3.547	
3.304	3.318	3.040	3.279	3.539	
3.304	3.318	3.040	3.279	3.535	
3.304	3.318	3.040	3.279	3.778	
3.304	3.318	3.040	3.279	3.655	
3.304	3.318	3.040	3.279	3.593	
3.304	3.318	3.040	3.279	3.562	
3.304	3.318	3.040	3.279	3.547	
3.304	3.318	3.040	3.279	3.539	
3.304	3.318	3.040	3.279	3.535	
3.304	3.318	3.040	3.279	3.289	
3.304	3.180	3.040	3.279	3.289	
3.304	3.356	3.040	3.279	3.289	
3.304	3.199	3.040	3.279	3.289	
3.304	3.365	3.040	3.279	3.289	
3.304	3.204	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
3.304	3.368	3.040	3.279	3.289	
3.304	3.205	3.040	3.279	3.289	
