Server_00	Server_0	Server_0C	Server_02	Server_0A	
3.281	3.227	3.224	3.301	3.296	
3.651	3.227	3.224	3.301	3.296	
3.591	3.227	3.224	3.301	3.296	
3.806	3.227	3.224	3.301	3.296	
3.669	3.227	3.224	3.301	3.296	
3.600	3.227	3.224	3.301	3.296	
3.566	3.227	3.224	3.301	3.296	
3.549	3.227	3.224	3.301	3.296	
3.785	3.227	3.224	3.301	3.296	
3.658	3.227	3.224	3.301	3.296	
3.595	3.227	3.224	3.301	3.296	
3.563	3.227	3.224	3.301	3.296	
3.547	3.227	3.224	3.301	3.296	
3.540	3.227	3.224	3.301	3.296	
3.780	3.227	3.224	3.301	3.296	
3.656	3.227	3.224	3.301	3.296	
3.594	3.227	3.224	3.301	3.296	
3.563	3.227	3.224	3.301	3.296	
3.547	3.227	3.224	3.301	3.296	
3.539	3.227	3.224	3.301	3.296	
3.780	3.227	3.224	3.301	3.296	
3.656	3.227	3.224	3.301	3.296	
3.594	3.227	3.224	3.301	3.296	
3.563	3.227	3.224	3.301	3.296	
3.547	3.227	3.224	3.301	3.296	
3.539	3.227	3.224	3.301	3.296	
3.535	3.227	3.224	3.301	3.296	
3.534	3.227	3.224	3.301	3.296	
3.533	3.227	3.224	3.301	3.296	
3.532	3.227	3.224	3.301	3.296	
3.777	3.227	3.224	3.301	3.296	
3.654	3.227	3.224	3.301	3.296	
3.593	3.227	3.224	3.301	3.296	
3.562	3.227	3.224	3.301	3.296	
3.547	3.227	3.224	3.301	3.296	
3.539	3.227	3.224	3.301	3.296	
3.535	3.227	3.224	3.301	3.296	
3.534	3.227	3.224	3.301	3.296	
3.533	3.227	3.224	3.301	3.296	
3.532	3.227	3.224	3.301	3.296	
3.532	3.227	3.224	3.301	3.296	
3.287	3.227	3.224	3.301	3.296	
3.654	3.227	3.224	3.301	3.296	
3.593	3.227	3.224	3.301	3.296	
3.562	3.227	3.224	3.301	3.296	
3.547	3.227	3.224	3.301	3.296	
3.539	3.227	3.224	3.301	3.296	
3.535	3.227	3.224	3.301	3.296	
3.534	3.227	3.224	3.301	3.296	
3.533	3.227	3.224	3.301	3.296	
3.532	3.227	3.224	3.301	3.296	
3.532	3.227	3.224	3.301	3.296	
3.532	3.227	3.224	3.301	3.296	
3.287	3.227	3.224	3.301	3.296	
3.654	3.227	3.224	3.301	3.296	
3.593	3.227	3.224	3.301	3.296	
3.562	3.227	3.224	3.301	3.296	
3.302	3.227	3.224	3.301	3.296	
3.417	3.227	3.224	3.301	3.296	
3.474	3.227	3.224	3.301	3.296	
3.503	3.227	3.224	3.301	3.296	
3.272	3.227	3.224	3.301	3.296	
3.647	3.227	3.224	3.301	3.296	
3.589	3.227	3.224	3.301	3.296	
3.560	3.227	3.224	3.301	3.296	
3.791	3.227	3.224	3.301	3.296	
3.661	3.227	3.224	3.301	3.296	
3.596	3.227	3.224	3.301	3.296	
3.319	3.227	3.224	3.301	3.296	
3.425	3.227	3.224	3.301	3.296	
3.478	3.227	3.224	3.301	3.296	
3.505	3.227	3.224	3.301	3.296	
3.518	3.227	3.224	3.301	3.296	
3.280	3.227	3.224	3.301	3.296	
3.406	3.227	3.224	3.301	3.296	
3.714	3.227	3.224	3.301	3.296	
3.378	3.227	3.224	3.301	3.296	
3.455	3.227	3.224	3.301	3.296	
3.738	3.227	3.224	3.301	3.296	
3.390	3.227	3.224	3.301	3.296	
3.216	3.227	3.224	3.301	3.296	
3.374	3.227	3.224	3.301	3.296	
3.697	3.227	3.224	3.301	3.296	
3.615	3.227	3.224	3.301	3.296	
3.573	3.227	3.224	3.301	3.296	
3.552	3.227	3.224	3.301	3.296	
3.297	3.227	3.224	3.301	3.296	
3.414	3.227	3.224	3.301	3.296	
3.718	3.227	3.224	3.301	3.296	
3.625	3.227	3.224	3.301	3.296	
3.578	3.227	3.224	3.301	3.296	
3.555	3.227	3.224	3.301	3.296	
3.543	3.227	3.224	3.301	3.296	
3.537	3.227	3.224	3.301	3.296	
3.779	3.227	3.224	3.301	3.296	
3.655	3.227	3.224	3.301	3.296	
3.594	3.227	3.224	3.301	3.296	
3.563	3.227	3.224	3.301	3.296	
