Server_04	Server_0	Server_0E	Server_0F	Server_00	
3.328	3.661	3.475	3.328	3.491	
3.328	3.596	3.475	3.328	3.491	
3.328	3.319	3.475	3.328	3.491	
3.328	3.670	3.475	3.328	3.491	
3.328	3.601	3.475	3.328	3.491	
3.328	3.321	3.475	3.328	3.491	
3.328	3.426	3.475	3.328	3.491	
3.328	3.724	3.475	3.328	3.491	
3.328	3.628	3.475	3.328	3.491	
3.328	3.335	3.475	3.328	3.491	
3.328	3.433	3.475	3.328	3.491	
3.328	3.727	3.475	3.328	3.491	
3.328	3.629	3.475	3.328	3.491	
3.328	3.336	3.475	3.328	3.491	
3.328	3.434	3.475	3.328	3.491	
3.328	3.483	3.475	3.328	3.491	
3.328	3.507	3.475	3.328	3.491	
3.328	3.274	3.475	3.328	3.491	
3.328	3.648	3.475	3.328	3.491	
3.328	3.590	3.475	3.328	3.491	
3.328	3.561	3.475	3.328	3.491	
3.328	3.301	3.475	3.328	3.491	
3.328	3.416	3.475	3.328	3.491	
3.328	3.719	3.475	3.328	3.491	
3.328	3.625	3.475	3.328	3.491	
3.328	3.333	3.475	3.328	3.491	
3.328	3.677	3.475	3.328	3.491	
3.328	3.604	3.475	3.328	3.491	
3.328	3.568	3.475	3.328	3.491	
3.328	3.305	3.475	3.328	3.491	
3.328	3.418	3.475	3.328	3.491	
3.328	3.720	3.475	3.328	3.491	
3.328	3.381	3.475	3.328	3.491	
3.328	3.381	3.475	3.328	3.266	
3.328	3.381	3.475	3.328	3.399	
3.328	3.381	3.475	3.328	3.465	
3.328	3.381	3.475	3.328	3.743	
3.328	3.381	3.475	3.328	3.637	
3.328	3.381	3.475	3.328	3.340	
3.328	3.381	3.475	3.328	3.436	
3.328	3.381	3.475	3.328	3.728	
3.328	3.381	3.475	3.328	3.630	
3.328	3.381	3.475	3.328	3.336	
3.328	3.381	3.258	3.328	3.336	
3.328	3.381	3.640	3.328	3.336	
3.328	3.381	3.586	3.328	3.336	
3.328	3.381	3.803	3.328	3.336	
3.328	3.381	3.668	3.328	3.336	
3.328	3.381	3.600	3.328	3.336	
3.328	3.381	3.321	3.328	3.336	
3.328	3.211	3.321	3.328	3.336	
3.328	3.616	3.321	3.328	3.336	
3.328	3.574	3.321	3.328	3.336	
3.328	3.308	3.321	3.328	3.336	
3.328	3.420	3.321	3.328	3.336	
3.328	3.720	3.321	3.328	3.336	
3.328	3.626	3.321	3.328	3.336	
3.328	3.334	3.321	3.328	3.336	
3.328	3.433	3.321	3.328	3.336	
3.328	3.727	3.321	3.328	3.336	
3.328	3.629	3.321	3.328	3.336	
3.328	3.336	3.321	3.328	3.336	
3.328	3.434	3.321	3.328	3.336	
3.328	3.483	3.321	3.328	3.336	
3.328	3.507	3.321	3.328	3.336	
3.328	3.274	3.321	3.328	3.336	
3.328	3.403	3.321	3.328	3.336	
3.328	3.712	3.321	3.328	3.336	
3.328	3.622	3.321	3.328	3.336	
3.328	3.577	3.321	3.328	3.336	
3.328	3.554	3.321	3.328	3.336	
3.328	3.543	3.321	3.328	3.336	
3.328	3.292	3.321	3.328	3.336	
3.328	3.412	3.321	3.328	3.336	
3.328	3.717	3.321	3.328	3.336	
3.328	3.624	3.321	3.328	3.336	
3.328	3.333	3.321	3.328	3.336	
3.328	3.677	3.321	3.328	3.336	
3.328	3.604	3.321	3.328	3.336	
3.328	3.568	3.321	3.328	3.336	
3.328	3.550	3.321	3.328	3.336	
3.328	3.541	3.321	3.328	3.336	
3.328	3.536	3.321	3.328	3.336	
3.328	3.534	3.321	3.328	3.336	
3.328	3.533	3.321	3.328	3.336	
3.328	3.532	3.321	3.328	3.336	
3.328	3.287	3.321	3.328	3.336	
3.328	3.409	3.321	3.328	3.336	
3.328	3.715	3.321	3.328	3.336	
3.328	3.379	3.321	3.328	3.336	
3.328	3.210	3.321	3.328	3.336	
3.328	3.616	3.321	3.328	3.336	
3.328	3.329	3.321	3.328	3.336	
3.328	3.329	3.321	3.328	3.189	
3.328	3.329	3.321	3.328	3.360	
3.328	3.329	3.321	3.328	3.446	
3.328	3.329	3.321	3.328	3.734	
3.328	3.329	3.321	3.328	3.633	
3.328	3.329	3.321	3.328	3.337	
3.328	3.329	3.321	3.328	3.679	
3.328	3.329	3.321	3.328	3.605	
3.328	3.329	3.321	3.328	3.324	
3.328	3.329	3.321	3.328	3.428	
3.328	3.329	3.321	3.328	3.480	
3.328	3.329	3.321	3.328	3.506	
3.328	3.329	3.321	3.328	3.519	
3.328	3.329	3.321	3.328	3.280	
3.328	3.329	3.321	3.328	3.651	
3.328	3.329	3.321	3.328	3.591	
3.328	3.329	3.321	3.328	3.806	
3.328	3.329	3.321	3.328	3.669	
3.328	3.329	3.321	3.328	3.600	
3.328	3.329	3.321	3.328	3.566	
3.328	3.329	3.321	3.328	3.549	
3.328	3.329	3.321	3.328	3.785	
3.328	3.329	3.321	3.328	3.658	
3.328	3.329	3.321	3.328	3.595	
3.328	3.329	3.321	3.328	3.563	
3.328	3.329	3.321	3.328	3.547	
3.328	3.329	3.321	3.328	3.540	
3.328	3.329	3.321	3.328	3.780	
3.328	3.329	3.321	3.328	3.656	
3.328	3.329	3.321	3.328	3.594	
3.328	3.329	3.321	3.328	3.563	
3.328	3.329	3.321	3.328	3.547	
3.328	3.329	3.321	3.328	3.539	
3.328	3.329	3.321	3.328	3.535	
3.328	3.329	3.321	3.328	3.778	
3.328	3.329	3.321	3.328	3.655	
3.328	3.329	3.321	3.328	3.593	
3.328	3.329	3.321	3.328	3.562	
3.328	3.329	3.321	3.328	3.547	
3.328	3.329	3.321	3.328	3.539	
3.328	3.329	3.321	3.328	3.535	
3.328	3.329	3.321	3.328	3.534	
3.328	3.329	3.321	3.328	3.533	
3.328	3.329	3.321	3.328	3.532	
3.328	3.329	3.321	3.328	3.777	
3.328	3.329	3.321	3.328	3.654	
3.328	3.329	3.321	3.328	3.593	
3.328	3.329	3.321	3.328	3.562	
3.328	3.329	3.321	3.328	3.547	
3.328	3.329	3.321	3.328	3.539	
3.328	3.329	3.321	3.328	3.535	
3.328	3.329	3.321	3.328	3.534	
3.328	3.329	3.321	3.328	3.533	
3.328	3.329	3.321	3.328	3.532	
3.328	3.329	3.321	3.328	3.287	
3.328	3.329	3.321	3.328	3.654	
3.328	3.329	3.321	3.328	3.593	
3.328	3.329	3.321	3.328	3.562	
3.328	3.329	3.321	3.328	3.547	
3.328	3.329	3.321	3.328	3.539	
3.328	3.329	3.321	3.328	3.535	
3.328	3.329	3.321	3.328	3.534	
3.328	3.329	3.321	3.328	3.533	
3.328	3.329	3.321	3.328	3.532	
3.328	3.329	3.321	3.328	3.532	
3.328	3.329	3.321	3.328	3.532	
3.328	3.329	3.321	3.328	3.287	
3.328	3.329	3.321	3.328	3.654	
3.328	3.329	3.321	3.328	3.593	
3.328	3.329	3.321	3.328	3.562	
3.328	3.329	3.321	3.328	3.302	
3.328	3.329	3.321	3.328	3.417	
3.328	3.329	3.321	3.328	3.474	
3.328	3.329	3.321	3.328	3.503	
3.328	3.329	3.321	3.328	3.272	
3.328	3.329	3.321	3.328	3.647	
3.328	3.329	3.321	3.328	3.589	
3.328	3.329	3.321	3.328	3.560	
3.328	3.329	3.321	3.328	3.546	
3.328	3.329	3.321	3.328	3.784	
3.328	3.329	3.321	3.328	3.658	
3.328	3.329	3.321	3.328	3.350	
3.328	3.329	3.321	3.328	3.196	
3.328	3.329	3.321	3.328	3.608	
3.328	3.329	3.321	3.328	3.570	
3.328	3.329	3.321	3.328	3.551	
3.328	3.329	3.321	3.328	3.296	
3.328	3.329	3.321	3.328	3.659	
3.328	3.329	3.321	3.328	3.595	
3.328	3.329	3.321	3.328	3.318	
3.328	3.185	3.321	3.328	3.318	
3.328	3.358	3.321	3.328	3.318	
3.328	3.200	3.321	3.328	3.318	
3.328	3.366	3.321	3.328	3.318	
3.328	3.204	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
3.328	3.205	3.321	3.328	3.318	
3.328	3.368	3.321	3.328	3.318	
