Server_0C	Server_0	Server_01	Server_07	Server_0F	
3.271	3.281	3.174	3.243	3.335	
3.271	3.281	3.174	3.243	3.433	
3.271	3.281	3.174	3.243	3.482	
3.271	3.281	3.174	3.243	3.262	
3.271	3.281	3.174	3.243	3.642	
3.271	3.281	3.174	3.243	3.587	
3.271	3.281	3.174	3.243	3.314	
3.271	3.281	3.174	3.243	3.423	
3.271	3.281	3.174	3.243	3.722	
3.271	3.281	3.174	3.243	3.627	
3.271	3.281	3.174	3.243	3.579	
3.271	3.281	3.174	3.243	3.555	
3.271	3.281	3.174	3.243	3.543	
3.271	3.281	3.174	3.243	3.538	
3.271	3.281	3.174	3.243	3.535	
3.271	3.281	3.174	3.243	3.288	
3.271	3.281	3.174	3.243	3.410	
3.271	3.281	3.174	3.243	3.471	
3.271	3.281	3.174	3.243	3.256	
3.271	3.281	3.174	3.243	3.394	
3.271	3.281	3.174	3.243	3.463	
3.271	3.281	3.174	3.243	3.252	
3.271	3.281	3.174	3.243	3.392	
3.271	3.281	3.174	3.243	3.462	
3.271	3.281	3.174	3.243	3.252	
3.271	3.281	3.174	3.243	3.392	
3.271	3.281	3.174	3.243	3.462	
3.271	3.281	3.174	3.243	3.252	
3.271	3.281	3.174	3.243	3.392	
3.271	3.281	3.174	3.243	3.462	
3.271	3.281	3.174	3.243	3.252	
3.271	3.281	3.174	3.243	3.392	
3.271	3.281	3.174	3.243	3.217	
3.271	3.281	3.174	3.243	3.374	
3.271	3.281	3.174	3.243	3.453	
3.271	3.281	3.174	3.243	3.247	
3.271	3.281	3.174	3.243	3.389	
3.271	3.281	3.174	3.243	3.461	
3.271	3.281	3.174	3.243	3.251	
3.271	3.281	3.174	3.243	3.391	
3.271	3.281	3.174	3.243	3.461	
3.271	3.281	3.174	3.243	3.252	
3.271	3.281	3.174	3.243	3.392	
3.271	3.281	3.174	3.243	3.217	
3.271	3.281	3.174	3.243	3.374	
3.271	3.281	3.174	3.243	3.208	
3.271	3.281	3.174	3.243	3.370	
3.271	3.281	3.174	3.243	3.206	
3.271	3.281	3.174	3.243	3.369	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.450	
3.271	3.281	3.174	3.243	3.246	
3.271	3.281	3.174	3.243	3.389	
3.271	3.281	3.174	3.243	3.215	
3.271	3.281	3.174	3.243	3.373	
3.271	3.281	3.174	3.243	3.208	
3.271	3.281	3.174	3.243	3.370	
3.271	3.281	3.174	3.243	3.206	
3.271	3.281	3.174	3.243	3.369	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.450	
3.271	3.281	3.174	3.243	3.246	
3.271	3.281	3.174	3.243	3.389	
3.271	3.281	3.174	3.243	3.215	
3.271	3.281	3.174	3.243	3.373	
3.271	3.281	3.174	3.243	3.208	
3.271	3.281	3.174	3.243	3.370	
3.271	3.281	3.174	3.243	3.206	
3.271	3.281	3.174	3.243	3.369	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.450	
3.271	3.281	3.174	3.243	3.246	
3.271	3.281	3.174	3.243	3.389	
3.271	3.281	3.174	3.243	3.215	
3.271	3.281	3.174	3.243	3.373	
3.271	3.281	3.174	3.243	3.208	
3.271	3.281	3.174	3.243	3.370	
3.271	3.281	3.174	3.243	3.206	
3.271	3.281	3.174	3.243	3.369	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.205	
3.271	3.281	3.174	3.243	3.368	
3.271	3.281	3.174	3.243	3.450	
3.271	3.281	3.174	3.243	3.246	
3.271	3.281	3.174	3.243	3.389	
3.271	3.281	3.174	3.243	3.215	
3.271	3.281	3.174	3.243	3.373	
3.271	3.281	3.174	3.243	3.208	
3.271	3.281	3.174	3.243	3.370	
3.271	3.281	3.174	3.243	3.451	
3.271	3.281	3.174	3.243	3.246	
3.271	3.281	3.174	3.243	3.389	
3.271	3.281	3.174	3.243	3.215	
3.271	3.281	3.174	3.243	3.373	
3.271	3.281	3.174	3.243	3.208	
3.271	3.281	3.174	3.243	3.370	
3.271	3.281	3.174	3.243	3.206	
3.271	3.281	3.174	3.243	3.369	
3.271	3.281	3.174	3.243	3.205	
