Server_0C	Server_0	Server_0F	Server_04	Server_08	
3.299	3.627	3.111	3.069	3.327	
3.299	3.579	3.111	3.069	3.327	
3.299	3.311	3.111	3.069	3.327	
3.299	3.666	3.111	3.069	3.327	
3.299	3.599	3.111	3.069	3.327	
3.299	3.320	3.111	3.069	3.327	
3.299	3.426	3.111	3.069	3.327	
3.299	3.724	3.111	3.069	3.327	
3.299	3.628	3.111	3.069	3.327	
3.299	3.335	3.111	3.069	3.327	
3.299	3.188	3.111	3.069	3.327	
3.299	3.605	3.111	3.069	3.327	
3.299	3.568	3.111	3.069	3.327	
3.299	3.305	3.111	3.069	3.327	
3.299	3.305	3.111	3.069	3.184	
3.299	3.305	3.111	3.069	3.603	
3.299	3.305	3.111	3.069	3.322	
3.299	3.305	3.111	3.069	3.672	
3.299	3.305	3.111	3.069	3.602	
3.299	3.305	3.111	3.069	3.567	
3.299	3.305	3.111	3.069	3.549	
3.299	3.305	3.111	3.069	3.540	
3.299	3.305	3.111	3.069	3.536	
3.299	3.305	3.111	3.069	3.534	
3.299	3.305	3.111	3.069	3.288	
3.299	3.305	3.111	3.069	3.654	
3.299	3.305	3.111	3.069	3.593	
3.299	3.305	3.111	3.069	3.562	
3.299	3.305	3.111	3.069	3.792	
3.299	3.305	3.111	3.069	3.662	
3.299	3.305	3.111	3.069	3.352	
3.299	3.305	3.111	3.069	3.197	
3.299	3.305	3.111	3.069	3.609	
3.299	3.305	3.111	3.069	3.570	
3.299	3.305	3.111	3.069	3.551	
3.299	3.305	3.111	3.069	3.541	
3.299	3.305	3.111	3.069	3.536	
3.299	3.305	3.111	3.069	3.289	
3.299	3.305	3.111	3.069	3.410	
3.299	3.305	3.111	3.069	3.716	
3.299	3.305	3.111	3.069	3.624	
3.299	3.305	3.111	3.069	3.333	
3.299	3.305	3.111	3.069	3.677	
3.299	3.305	3.111	3.069	3.604	
3.299	3.305	3.111	3.069	3.568	
3.299	3.305	3.111	3.069	3.550	
3.299	3.305	3.111	3.069	3.541	
3.299	3.305	3.111	3.069	3.536	
3.299	3.305	3.111	3.069	3.534	
3.299	3.305	3.111	3.069	3.533	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.287	
3.299	3.305	3.111	3.069	3.409	
3.299	3.305	3.111	3.069	3.715	
3.299	3.305	3.111	3.069	3.623	
3.299	3.305	3.111	3.069	3.577	
3.299	3.305	3.111	3.069	3.310	
3.299	3.305	3.111	3.069	3.665	
3.299	3.305	3.111	3.069	3.599	
3.299	3.305	3.111	3.069	3.320	
3.299	3.305	3.111	3.069	3.426	
3.299	3.305	3.111	3.069	3.479	
3.299	3.305	3.111	3.069	3.750	
3.299	3.305	3.111	3.069	3.641	
3.299	3.305	3.111	3.069	3.341	
3.299	3.305	3.111	3.069	3.436	
3.299	3.305	3.111	3.069	3.484	
3.299	3.305	3.111	3.069	3.508	
3.299	3.305	3.111	3.069	3.520	
3.299	3.305	3.111	3.069	3.526	
3.299	3.305	3.111	3.069	3.529	
3.299	3.305	3.111	3.069	3.530	
3.299	3.305	3.111	3.069	3.531	
3.299	3.305	3.111	3.069	3.531	
3.299	3.305	3.111	3.069	3.776	
3.299	3.305	3.111	3.069	3.654	
3.299	3.305	3.111	3.069	3.593	
3.299	3.305	3.111	3.069	3.562	
3.299	3.305	3.111	3.069	3.547	
3.299	3.305	3.111	3.069	3.539	
3.299	3.305	3.111	3.069	3.535	
3.299	3.305	3.111	3.069	3.534	
3.299	3.305	3.111	3.069	3.533	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.776	
3.299	3.305	3.111	3.069	3.654	
3.299	3.305	3.111	3.069	3.593	
3.299	3.305	3.111	3.069	3.562	
3.299	3.305	3.111	3.069	3.547	
3.299	3.305	3.111	3.069	3.539	
3.299	3.305	3.111	3.069	3.535	
3.299	3.305	3.111	3.069	3.534	
3.299	3.305	3.111	3.069	3.533	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.287	
3.299	3.305	3.111	3.069	3.654	
3.299	3.305	3.111	3.069	3.348	
3.299	3.305	3.111	3.069	3.195	
3.299	3.305	3.111	3.069	3.608	
3.299	3.305	3.111	3.069	3.570	
3.299	3.305	3.111	3.069	3.551	
3.299	3.305	3.111	3.069	3.541	
3.299	3.305	3.111	3.069	3.536	
3.299	3.305	3.111	3.069	3.534	
3.299	3.305	3.111	3.069	3.533	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.776	
3.299	3.305	3.111	3.069	3.654	
3.299	3.305	3.111	3.069	3.593	
3.299	3.305	3.111	3.069	3.562	
3.299	3.305	3.111	3.069	3.547	
3.299	3.305	3.111	3.069	3.539	
3.299	3.305	3.111	3.069	3.535	
3.299	3.305	3.111	3.069	3.534	
3.299	3.305	3.111	3.069	3.533	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.287	
3.299	3.305	3.111	3.069	3.654	
3.299	3.305	3.111	3.069	3.593	
3.299	3.305	3.111	3.069	3.317	
3.299	3.305	3.111	3.069	3.180	
3.299	3.305	3.111	3.069	3.600	
3.299	3.305	3.111	3.069	3.566	
3.299	3.305	3.111	3.069	3.549	
3.299	3.305	3.111	3.069	3.540	
3.299	3.305	3.111	3.069	3.291	
3.299	3.305	3.111	3.069	3.656	
3.299	3.305	3.111	3.069	3.594	
3.299	3.305	3.111	3.069	3.563	
3.299	3.305	3.111	3.069	3.547	
3.299	3.305	3.111	3.069	3.294	
3.299	3.305	3.111	3.069	3.658	
3.299	3.305	3.111	3.069	3.595	
3.299	3.305	3.111	3.069	3.563	
3.299	3.305	3.111	3.069	3.547	
3.299	3.305	3.111	3.069	3.539	
3.299	3.305	3.111	3.069	3.536	
3.299	3.305	3.111	3.069	3.534	
3.299	3.305	3.111	3.069	3.533	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
3.299	3.305	3.111	3.069	3.532	
