Server_05	Server_0	Server_0F	Server_00	Server_0D	
3.195	3.223	3.195	3.507	3.153	
3.195	3.223	3.195	3.519	3.153	
3.195	3.223	3.195	3.525	3.153	
3.195	3.223	3.195	3.529	3.153	
3.195	3.223	3.195	3.530	3.153	
3.195	3.223	3.195	3.286	3.153	
3.195	3.223	3.195	3.654	3.153	
3.195	3.223	3.195	3.593	3.153	
3.195	3.223	3.195	3.562	3.153	
3.195	3.223	3.195	3.792	3.153	
3.195	3.223	3.195	3.662	3.153	
3.195	3.223	3.195	3.597	3.153	
3.195	3.223	3.195	3.564	3.153	
3.195	3.223	3.195	3.548	3.153	
3.195	3.223	3.195	3.785	3.153	
3.195	3.223	3.195	3.658	3.153	
3.195	3.223	3.195	3.595	3.153	
3.195	3.223	3.195	3.563	3.153	
3.195	3.223	3.195	3.547	3.153	
3.195	3.223	3.195	3.539	3.153	
3.195	3.223	3.195	3.780	3.153	
3.195	3.223	3.195	3.656	3.153	
3.195	3.223	3.195	3.594	3.153	
3.195	3.223	3.195	3.563	3.153	
3.195	3.223	3.195	3.547	3.153	
3.195	3.223	3.195	3.539	3.153	
3.195	3.223	3.195	3.780	3.153	
3.195	3.223	3.195	3.656	3.153	
3.195	3.223	3.195	3.594	3.153	
3.195	3.223	3.195	3.563	3.153	
3.195	3.223	3.195	3.547	3.153	
3.195	3.223	3.195	3.539	3.153	
3.195	3.223	3.195	3.535	3.153	
3.195	3.223	3.195	3.534	3.153	
3.195	3.223	3.195	3.533	3.153	
3.195	3.223	3.195	3.532	3.153	
3.195	3.223	3.195	3.532	3.153	
3.195	3.223	3.195	3.777	3.153	
3.195	3.223	3.195	3.654	3.153	
3.195	3.223	3.195	3.593	3.153	
3.195	3.223	3.195	3.562	3.153	
3.195	3.223	3.195	3.547	3.153	
3.195	3.223	3.195	3.539	3.153	
3.195	3.223	3.195	3.535	3.153	
3.195	3.223	3.195	3.534	3.153	
3.195	3.223	3.195	3.533	3.153	
3.195	3.223	3.195	3.287	3.153	
3.195	3.223	3.195	3.654	3.153	
3.195	3.223	3.195	3.593	3.153	
3.195	3.223	3.195	3.562	3.153	
3.195	3.223	3.195	3.547	3.153	
3.195	3.223	3.195	3.539	3.153	
3.195	3.223	3.195	3.535	3.153	
3.195	3.223	3.195	3.534	3.153	
3.195	3.223	3.195	3.533	3.153	
3.195	3.223	3.195	3.532	3.153	
3.195	3.223	3.195	3.532	3.153	
3.195	3.223	3.195	3.532	3.153	
3.195	3.223	3.195	3.287	3.153	
3.195	3.223	3.195	3.654	3.153	
3.195	3.223	3.195	3.593	3.153	
3.195	3.223	3.195	3.562	3.153	
3.195	3.223	3.195	3.302	3.153	
3.195	3.223	3.195	3.172	3.153	
3.195	3.223	3.195	3.597	3.153	
3.195	3.223	3.195	3.564	3.153	
3.195	3.223	3.195	3.303	3.153	
3.195	3.223	3.195	3.662	3.153	
3.195	3.223	3.195	3.597	3.153	
3.195	3.223	3.195	3.564	3.153	
3.195	3.223	3.195	3.548	3.153	
3.195	3.223	3.195	3.540	3.153	
3.195	3.223	3.195	3.536	3.153	
3.195	3.223	3.195	3.289	3.153	
3.195	3.223	3.195	3.410	3.153	
3.195	3.223	3.195	3.716	3.153	
3.195	3.223	3.195	3.624	3.153	
3.195	3.223	3.195	3.578	3.153	
3.195	3.223	3.195	3.310	3.153	
3.195	3.223	3.195	3.421	3.153	
3.195	3.223	3.195	3.721	3.153	
3.195	3.223	3.195	3.626	3.153	
3.195	3.223	3.195	3.334	3.153	
3.195	3.223	3.195	3.433	3.153	
3.195	3.223	3.195	3.482	3.153	
3.195	3.223	3.195	3.262	3.153	
3.195	3.223	3.195	3.397	3.153	
3.195	3.223	3.195	3.709	3.153	
3.195	3.223	3.195	3.620	3.153	
3.195	3.223	3.195	3.576	3.153	
3.195	3.223	3.195	3.554	3.153	
3.195	3.223	3.195	3.543	3.153	
3.195	3.223	3.195	3.292	3.153	
3.195	3.223	3.195	3.657	3.153	
3.195	3.223	3.195	3.594	3.153	
3.195	3.223	3.195	3.563	3.153	
3.195	3.223	3.195	3.547	3.153	
3.195	3.223	3.195	3.539	3.153	
3.195	3.223	3.195	3.536	3.153	
3.195	3.223	3.195	3.534	3.153	
3.195	3.223	3.195	3.777	3.153	
3.195	3.223	3.195	3.654	3.153	
3.195	3.223	3.195	3.593	3.153	
3.195	3.223	3.195	3.562	3.153	
