Server_02	Server_0	Server_0D	Server_0B	Server_09	
3.317	3.358	3.315	3.295	3.325	
3.317	3.200	3.315	3.295	3.325	
3.317	3.366	3.315	3.295	3.325	
3.317	3.204	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
3.317	3.205	3.315	3.295	3.325	
3.317	3.368	3.315	3.295	3.325	
