Server_07	Server_0	Server_03	Server_0D	Server_0F	
3.333	3.371	3.326	3.414	3.238	
3.333	3.452	3.326	3.414	3.238	
3.333	3.736	3.326	3.414	3.238	
3.333	3.634	3.326	3.414	3.238	
3.333	3.338	3.326	3.414	3.238	
3.333	3.680	3.326	3.414	3.238	
3.333	3.606	3.326	3.414	3.238	
3.333	3.324	3.326	3.414	3.238	
3.333	3.428	3.326	3.414	3.238	
3.333	3.724	3.326	3.414	3.238	
3.333	3.628	3.326	3.414	3.238	
3.333	3.335	3.326	3.414	3.238	
3.333	3.433	3.326	3.414	3.238	
3.333	3.727	3.326	3.414	3.238	
3.333	3.629	3.326	3.414	3.238	
3.333	3.336	3.326	3.414	3.238	
3.333	3.434	3.326	3.414	3.238	
3.333	3.727	3.326	3.414	3.238	
3.333	3.629	3.326	3.414	3.238	
3.333	3.336	3.326	3.414	3.238	
3.333	3.336	3.326	3.228	3.238	
3.333	3.336	3.326	3.625	3.238	
3.333	3.336	3.326	3.578	3.238	
3.333	3.336	3.326	3.310	3.238	
3.333	3.336	3.326	3.666	3.238	
3.333	3.336	3.326	3.599	3.238	
3.333	3.336	3.326	3.320	3.238	
3.333	3.189	3.326	3.320	3.238	
3.333	3.360	3.326	3.320	3.238	
3.333	3.691	3.326	3.320	3.238	
3.333	3.611	3.326	3.320	3.238	
3.333	3.326	3.326	3.320	3.238	
3.333	3.429	3.326	3.320	3.238	
3.333	3.725	3.326	3.320	3.238	
3.333	3.628	3.326	3.320	3.238	
3.333	3.335	3.326	3.320	3.238	
3.333	3.188	3.326	3.320	3.238	
3.333	3.605	3.326	3.320	3.238	
3.333	3.568	3.326	3.320	3.238	
3.333	3.305	3.326	3.320	3.238	
3.333	3.418	3.326	3.320	3.238	
3.333	3.720	3.326	3.320	3.238	
3.333	3.626	3.326	3.320	3.238	
3.333	3.334	3.326	3.320	3.238	
3.333	3.188	3.326	3.320	3.238	
3.333	3.604	3.326	3.320	3.238	
3.333	3.568	3.326	3.320	3.238	
3.333	3.305	3.326	3.320	3.238	
3.333	3.418	3.326	3.320	3.238	
3.333	3.720	3.326	3.320	3.238	
3.333	3.626	3.326	3.320	3.238	
3.333	3.579	3.326	3.320	3.238	
3.333	3.310	3.326	3.320	3.238	
3.333	3.666	3.326	3.320	3.238	
3.333	3.599	3.326	3.320	3.238	
3.333	3.320	3.326	3.320	3.238	
3.333	3.426	3.326	3.320	3.238	
3.333	3.724	3.326	3.320	3.238	
3.333	3.628	3.326	3.320	3.238	
3.333	3.335	3.326	3.320	3.238	
3.333	3.433	3.326	3.320	3.238	
3.333	3.482	3.326	3.320	3.238	
3.333	3.507	3.326	3.320	3.238	
3.333	3.519	3.326	3.320	3.238	
3.333	3.281	3.326	3.320	3.238	
3.333	3.651	3.326	3.320	3.238	
3.333	3.591	3.326	3.320	3.238	
3.333	3.561	3.326	3.320	3.238	
3.333	3.547	3.326	3.320	3.238	
3.333	3.539	3.326	3.320	3.238	
3.333	3.535	3.326	3.320	3.238	
3.333	3.289	3.326	3.320	3.238	
3.333	3.655	3.326	3.320	3.238	
3.333	3.593	3.326	3.320	3.238	
3.333	3.318	3.326	3.320	3.238	
3.333	3.425	3.326	3.320	3.238	
3.333	3.723	3.326	3.320	3.238	
3.333	3.627	3.326	3.320	3.238	
3.333	3.579	3.326	3.320	3.238	
3.333	3.556	3.326	3.320	3.238	
3.333	3.544	3.326	3.320	3.238	
3.333	3.293	3.326	3.320	3.238	
3.333	3.412	3.326	3.320	3.238	
3.333	3.717	3.326	3.320	3.238	
3.333	3.379	3.326	3.320	3.238	
3.333	3.211	3.326	3.320	3.238	
3.333	3.616	3.326	3.320	3.238	
3.333	3.574	3.326	3.320	3.238	
3.333	3.308	3.326	3.320	3.238	
3.187	3.308	3.326	3.320	3.238	
3.359	3.308	3.326	3.320	3.238	
3.446	3.308	3.326	3.320	3.238	
3.733	3.308	3.326	3.320	3.238	
3.388	3.308	3.326	3.320	3.238	
3.460	3.308	3.326	3.320	3.238	
3.740	3.308	3.326	3.320	3.238	
3.636	3.308	3.326	3.320	3.238	
3.339	3.308	3.326	3.320	3.238	
3.435	3.308	3.326	3.320	3.238	
3.483	3.308	3.326	3.320	3.238	
3.508	3.308	3.326	3.320	3.238	
3.520	3.308	3.326	3.320	3.238	
3.526	3.308	3.326	3.320	3.238	
3.284	3.308	3.326	3.320	3.238	
3.652	3.308	3.326	3.320	3.238	
3.592	3.308	3.326	3.320	3.238	
3.562	3.308	3.326	3.320	3.238	
3.547	3.308	3.326	3.320	3.238	
3.539	3.308	3.326	3.320	3.238	
3.535	3.308	3.326	3.320	3.238	
3.533	3.308	3.326	3.320	3.238	
3.533	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.287	3.308	3.326	3.320	3.238	
3.654	3.308	3.326	3.320	3.238	
3.593	3.308	3.326	3.320	3.238	
3.562	3.308	3.326	3.320	3.238	
3.547	3.308	3.326	3.320	3.238	
3.539	3.308	3.326	3.320	3.238	
3.535	3.308	3.326	3.320	3.238	
3.534	3.308	3.326	3.320	3.238	
3.533	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.287	3.308	3.326	3.320	3.238	
3.654	3.308	3.326	3.320	3.238	
3.593	3.308	3.326	3.320	3.238	
3.562	3.308	3.326	3.320	3.238	
3.547	3.308	3.326	3.320	3.238	
3.539	3.308	3.326	3.320	3.238	
3.535	3.308	3.326	3.320	3.238	
3.534	3.308	3.326	3.320	3.238	
3.533	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.532	3.308	3.326	3.320	3.238	
3.287	3.308	3.326	3.320	3.238	
3.409	3.308	3.326	3.320	3.238	
3.715	3.308	3.326	3.320	3.238	
3.623	3.308	3.326	3.320	3.238	
3.577	3.308	3.326	3.320	3.238	
3.555	3.308	3.326	3.320	3.238	
3.543	3.308	3.326	3.320	3.238	
3.537	3.308	3.326	3.320	3.238	
3.534	3.308	3.326	3.320	3.238	
3.288	3.308	3.326	3.320	3.238	
3.655	3.308	3.326	3.320	3.238	
3.348	3.308	3.326	3.320	3.238	
3.440	3.308	3.326	3.320	3.238	
3.486	3.308	3.326	3.320	3.238	
3.509	3.308	3.326	3.320	3.238	
3.520	3.308	3.326	3.320	3.238	
3.281	3.308	3.326	3.320	3.238	
3.651	3.308	3.326	3.320	3.238	
3.591	3.308	3.326	3.320	3.238	
3.561	3.308	3.326	3.320	3.238	
3.302	3.308	3.326	3.320	3.238	
3.417	3.308	3.326	3.320	3.238	
3.719	3.308	3.326	3.320	3.238	
3.625	3.308	3.326	3.320	3.238	
3.578	3.308	3.326	3.320	3.238	
3.555	3.308	3.326	3.320	3.238	
3.298	3.308	3.326	3.320	3.238	
3.660	3.308	3.326	3.320	3.238	
3.351	3.308	3.326	3.320	3.238	
3.196	3.308	3.326	3.320	3.238	
3.609	3.308	3.326	3.320	3.238	
3.570	3.308	3.326	3.320	3.238	
3.551	3.308	3.326	3.320	3.238	
3.296	3.308	3.326	3.320	3.238	
3.296	3.308	3.184	3.320	3.238	
3.296	3.308	3.602	3.320	3.238	
3.296	3.308	3.567	3.320	3.238	
3.296	3.308	3.794	3.320	3.238	
3.296	3.308	3.663	3.320	3.238	
3.296	3.308	3.597	3.320	3.238	
3.296	3.308	3.320	3.320	3.238	
3.296	3.308	3.426	3.320	3.238	
3.296	3.308	3.479	3.320	3.238	
3.296	3.308	3.505	3.320	3.238	
3.296	3.308	3.518	3.320	3.238	
3.296	3.308	3.525	3.320	3.238	
3.296	3.308	3.528	3.320	3.238	
3.296	3.308	3.530	3.320	3.238	
3.296	3.308	3.531	3.320	3.238	
3.296	3.308	3.531	3.320	3.238	
3.296	3.308	3.531	3.320	3.238	
3.296	3.308	3.531	3.320	3.238	
3.296	3.308	3.532	3.320	3.238	
3.296	3.308	3.532	3.320	3.238	
3.296	3.308	3.776	3.320	3.238	
3.296	3.308	3.654	3.320	3.238	
3.296	3.308	3.593	3.320	3.238	
3.296	3.308	3.562	3.320	3.238	
