Server_05	Server_0	Server_0A	Server_06	Server_0D	
3.539	3.303	3.322	3.154	3.322	
3.291	3.303	3.322	3.154	3.322	
3.291	3.303	3.182	3.154	3.322	
3.291	3.303	3.602	3.154	3.322	
3.291	3.303	3.567	3.154	3.322	
3.291	3.303	3.549	3.154	3.322	
3.291	3.303	3.295	3.154	3.322	
3.291	3.303	3.658	3.154	3.322	
3.291	3.303	3.350	3.154	3.322	
3.291	3.303	3.441	3.154	3.322	
3.291	3.303	3.241	3.154	3.322	
3.291	3.303	3.386	3.154	3.322	
3.291	3.303	3.704	3.154	3.322	
3.291	3.303	3.373	3.154	3.322	
3.291	3.303	3.452	3.154	3.322	
3.291	3.303	3.737	3.154	3.322	
3.291	3.303	3.634	3.154	3.322	
3.291	3.303	3.583	3.154	3.322	
3.291	3.303	3.557	3.154	3.322	
3.291	3.303	3.544	3.154	3.322	
3.291	3.303	3.538	3.154	3.322	
3.291	3.303	3.535	3.154	3.322	
3.291	3.303	3.533	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.287	3.154	3.322	
3.291	3.303	3.654	3.154	3.322	
3.291	3.303	3.593	3.154	3.322	
3.291	3.303	3.562	3.154	3.322	
3.291	3.303	3.547	3.154	3.322	
3.291	3.303	3.539	3.154	3.322	
3.291	3.303	3.535	3.154	3.322	
3.291	3.303	3.534	3.154	3.322	
3.291	3.303	3.533	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.776	3.154	3.322	
3.291	3.303	3.654	3.154	3.322	
3.291	3.303	3.593	3.154	3.322	
3.291	3.303	3.562	3.154	3.322	
3.291	3.303	3.547	3.154	3.322	
3.291	3.303	3.539	3.154	3.322	
3.291	3.303	3.535	3.154	3.322	
3.291	3.303	3.534	3.154	3.322	
3.291	3.303	3.533	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.532	3.154	3.322	
3.291	3.303	3.287	3.154	3.322	
3.291	3.303	3.409	3.154	3.322	
3.291	3.303	3.470	3.154	3.322	
3.291	3.303	3.501	3.154	3.322	
3.291	3.303	3.516	3.154	3.322	
3.291	3.303	3.524	3.154	3.322	
3.291	3.303	3.283	3.154	3.322	
3.291	3.303	3.652	3.154	3.322	
3.291	3.303	3.592	3.154	3.322	
3.291	3.303	3.806	3.154	3.322	
3.291	3.303	3.669	3.154	3.322	
3.291	3.303	3.600	3.154	3.322	
3.291	3.303	3.566	3.154	3.322	
3.291	3.303	3.794	3.154	3.322	
3.291	3.303	3.663	3.154	3.322	
3.291	3.303	3.597	3.154	3.322	
3.291	3.303	3.564	3.154	3.322	
3.291	3.303	3.548	3.154	3.322	
3.291	3.303	3.540	3.154	3.322	
3.291	3.303	3.536	3.154	3.322	
3.291	3.303	3.534	3.154	3.322	
3.291	3.303	3.533	3.154	3.322	
3.291	3.303	3.287	3.154	3.322	
3.291	3.303	3.409	3.154	3.322	
3.291	3.303	3.715	3.154	3.322	
3.291	3.303	3.623	3.154	3.322	
3.291	3.303	3.822	3.154	3.322	
3.291	3.303	3.677	3.154	3.322	
3.291	3.303	3.604	3.154	3.322	
3.291	3.303	3.568	3.154	3.322	
3.291	3.303	3.550	3.154	3.322	
3.291	3.303	3.296	3.154	3.322	
3.291	3.303	3.296	3.154	3.182	
3.291	3.303	3.296	3.154	3.602	
3.291	3.303	3.296	3.154	3.322	
3.291	3.303	3.296	3.154	3.671	
3.291	3.303	3.296	3.154	3.602	
3.291	3.303	3.296	3.154	3.322	
3.291	3.303	3.296	3.154	3.182	
3.291	3.303	3.296	3.154	3.601	
3.291	3.303	3.296	3.154	3.322	
3.291	3.303	3.296	3.154	3.427	
3.291	3.303	3.296	3.154	3.479	
3.291	3.303	3.296	3.154	3.505	
3.291	3.303	3.296	3.154	3.274	
3.291	3.303	3.296	3.154	3.403	
3.291	3.303	3.296	3.154	3.467	
3.291	3.303	3.296	3.154	3.499	
3.291	3.303	3.296	3.154	3.515	
3.291	3.303	3.296	3.154	3.524	
3.291	3.303	3.296	3.154	3.283	
3.291	3.303	3.296	3.154	3.407	
3.291	3.303	3.296	3.154	3.469	
3.291	3.303	3.296	3.154	3.500	
3.291	3.303	3.296	3.154	3.271	
3.291	3.303	3.296	3.154	3.401	
3.291	3.303	3.296	3.154	3.466	
3.291	3.303	3.296	3.154	3.499	
3.291	3.303	3.296	3.154	3.270	
3.291	3.303	3.296	3.154	3.401	
3.291	3.303	3.296	3.154	3.466	
3.291	3.303	3.296	3.154	3.499	
3.291	3.303	3.296	3.154	3.270	
3.291	3.303	3.296	3.154	3.401	
