Server_09	Server_0	Server_0B	Server_02	Server_0F	
3.654	3.318	3.334	3.317	3.351	
3.593	3.318	3.334	3.317	3.351	
3.562	3.318	3.334	3.317	3.351	
3.547	3.318	3.334	3.317	3.351	
3.539	3.318	3.334	3.317	3.351	
3.535	3.318	3.334	3.317	3.351	
3.289	3.318	3.334	3.317	3.351	
3.410	3.318	3.334	3.317	3.351	
3.716	3.318	3.334	3.317	3.351	
3.624	3.318	3.334	3.317	3.351	
3.578	3.318	3.334	3.317	3.351	
3.555	3.318	3.334	3.317	3.351	
3.543	3.318	3.334	3.317	3.351	
3.537	3.318	3.334	3.317	3.351	
3.290	3.318	3.334	3.317	3.351	
3.411	3.318	3.334	3.317	3.351	
3.471	3.318	3.334	3.317	3.351	
3.501	3.318	3.334	3.317	3.351	
3.516	3.318	3.334	3.317	3.351	
3.279	3.318	3.334	3.317	3.351	
3.650	3.318	3.334	3.317	3.351	
3.591	3.318	3.334	3.317	3.351	
3.561	3.318	3.334	3.317	3.351	
3.546	3.318	3.334	3.317	3.351	
3.784	3.318	3.334	3.317	3.351	
3.658	3.318	3.334	3.317	3.351	
3.595	3.318	3.334	3.317	3.351	
3.563	3.318	3.334	3.317	3.351	
3.547	3.318	3.334	3.317	3.351	
3.539	3.318	3.334	3.317	3.351	
3.536	3.318	3.334	3.317	3.351	
3.534	3.318	3.334	3.317	3.351	
3.288	3.318	3.334	3.317	3.351	
3.654	3.318	3.334	3.317	3.351	
3.593	3.318	3.334	3.317	3.351	
3.562	3.318	3.334	3.317	3.351	
3.547	3.318	3.334	3.317	3.351	
3.539	3.318	3.334	3.317	3.351	
3.291	3.318	3.334	3.317	3.351	
3.656	3.318	3.334	3.317	3.351	
3.594	3.318	3.334	3.317	3.351	
3.563	3.318	3.334	3.317	3.351	
3.547	3.318	3.334	3.317	3.351	
3.539	3.318	3.334	3.317	3.351	
3.291	3.318	3.334	3.317	3.351	
3.411	3.318	3.334	3.317	3.351	
3.471	3.318	3.334	3.317	3.351	
3.257	3.318	3.334	3.317	3.351	
3.394	3.318	3.334	3.317	3.351	
3.463	3.318	3.334	3.317	3.351	
3.497	3.318	3.334	3.317	3.351	
3.514	3.318	3.334	3.317	3.351	
3.523	3.318	3.334	3.317	3.351	
3.527	3.318	3.334	3.317	3.351	
3.529	3.318	3.334	3.317	3.351	
3.775	3.318	3.334	3.317	3.351	
3.653	3.318	3.334	3.317	3.351	
3.593	3.318	3.334	3.317	3.351	
3.562	3.318	3.334	3.317	3.351	
3.547	3.318	3.334	3.317	3.351	
3.539	3.318	3.334	3.317	3.351	
3.535	3.318	3.334	3.317	3.351	
3.533	3.318	3.334	3.317	3.351	
3.533	3.318	3.334	3.317	3.351	
3.532	3.318	3.334	3.317	3.351	
3.532	3.318	3.334	3.317	3.351	
