Server_02	Server_0	Server_01	Server_0C	Server_0D	
3.305	3.424	3.712	3.357	3.414	
3.305	3.424	3.622	3.357	3.414	
3.305	3.424	3.332	3.357	3.414	
3.305	3.424	3.677	3.357	3.414	
3.305	3.424	3.604	3.357	3.414	
3.305	3.424	3.568	3.357	3.414	
3.305	3.424	3.550	3.357	3.414	
3.305	3.424	3.296	3.357	3.414	
3.305	3.424	3.414	3.357	3.414	
3.305	3.424	3.473	3.357	3.414	
3.305	3.424	3.502	3.357	3.414	
3.305	3.424	3.517	3.357	3.414	
3.305	3.424	3.524	3.357	3.414	
3.305	3.424	3.528	3.357	3.414	
3.305	3.424	3.530	3.357	3.414	
3.305	3.424	3.286	3.357	3.414	
3.305	3.424	3.409	3.357	3.414	
3.305	3.424	3.470	3.357	3.414	
3.305	3.424	3.501	3.357	3.414	
3.305	3.424	3.271	3.357	3.414	
3.305	3.424	3.401	3.357	3.414	
3.305	3.233	3.401	3.357	3.414	
3.305	3.627	3.401	3.357	3.414	
3.305	3.579	3.401	3.357	3.414	
3.305	3.311	3.401	3.357	3.414	
3.305	3.666	3.401	3.357	3.414	
3.305	3.599	3.401	3.357	3.414	
3.305	3.320	3.401	3.357	3.414	
3.305	3.426	3.401	3.357	3.414	
3.305	3.724	3.401	3.357	3.414	
3.305	3.628	3.401	3.357	3.414	
3.305	3.335	3.401	3.357	3.414	
3.305	3.335	3.401	3.357	3.228	
3.305	3.335	3.401	3.357	3.624	
3.305	3.335	3.401	3.357	3.578	
3.305	3.335	3.401	3.357	3.310	
3.305	3.335	3.401	3.357	3.666	
3.305	3.335	3.401	3.357	3.599	
3.305	3.335	3.401	3.357	3.320	
3.305	3.335	3.401	3.357	3.426	
3.305	3.335	3.401	3.357	3.479	
3.305	3.335	3.401	3.357	3.750	
3.305	3.335	3.401	3.357	3.396	
3.305	3.335	3.401	3.357	3.464	
3.305	3.335	3.401	3.357	3.253	
3.305	3.335	3.401	3.357	3.392	
3.305	3.335	3.401	3.357	3.462	
3.305	3.335	3.401	3.357	3.742	
3.305	3.335	3.401	3.357	3.637	
3.305	3.335	3.401	3.357	3.584	
3.305	3.335	3.401	3.357	3.558	
3.305	3.335	3.401	3.357	3.545	
3.305	3.335	3.401	3.357	3.538	
3.305	3.335	3.401	3.357	3.290	
3.305	3.335	3.401	3.357	3.656	
3.305	3.335	3.401	3.357	3.594	
3.305	3.335	3.401	3.357	3.563	
3.305	3.335	3.401	3.357	3.547	
3.305	3.335	3.401	3.357	3.294	
3.305	3.335	3.222	3.357	3.294	
3.305	3.335	3.377	3.357	3.294	
3.305	3.335	3.209	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
3.305	3.335	3.215	3.357	3.294	
3.305	3.335	3.373	3.357	3.294	
3.305	3.335	3.208	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
3.305	3.335	3.215	3.357	3.294	
3.305	3.335	3.373	3.357	3.294	
3.305	3.335	3.208	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
3.305	3.335	3.215	3.357	3.294	
3.305	3.335	3.373	3.357	3.294	
3.305	3.335	3.208	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
3.305	3.335	3.215	3.357	3.294	
3.305	3.335	3.373	3.357	3.294	
3.305	3.335	3.208	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
3.305	3.335	3.215	3.357	3.294	
3.305	3.335	3.373	3.357	3.294	
3.305	3.335	3.208	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
3.305	3.335	3.215	3.357	3.294	
3.305	3.335	3.373	3.357	3.294	
3.305	3.335	3.208	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
3.305	3.335	3.215	3.357	3.294	
3.305	3.335	3.373	3.357	3.294	
3.305	3.335	3.208	3.357	3.294	
3.305	3.335	3.370	3.357	3.294	
3.305	3.335	3.206	3.357	3.294	
3.305	3.335	3.369	3.357	3.294	
3.305	3.335	3.205	3.357	3.294	
3.305	3.335	3.368	3.357	3.294	
3.305	3.335	3.450	3.357	3.294	
3.305	3.335	3.246	3.357	3.294	
3.305	3.335	3.389	3.357	3.294	
