Server_06	Server_0	Server_05	Server_0C	Server_0F	
3.323	3.302	3.305	3.461	3.202	
3.323	3.302	3.305	3.251	3.202	
3.323	3.302	3.305	3.391	3.202	
3.323	3.302	3.305	3.217	3.202	
3.323	3.302	3.305	3.374	3.202	
3.323	3.302	3.305	3.208	3.202	
3.323	3.302	3.305	3.370	3.202	
3.323	3.302	3.305	3.206	3.202	
3.323	3.302	3.305	3.369	3.202	
3.323	3.302	3.305	3.450	3.202	
3.323	3.302	3.305	3.246	3.202	
3.323	3.302	3.305	3.389	3.202	
3.323	3.302	3.305	3.215	3.202	
3.323	3.302	3.305	3.373	3.202	
3.323	3.302	3.305	3.208	3.202	
3.323	3.302	3.305	3.370	3.202	
3.323	3.302	3.305	3.206	3.202	
3.323	3.302	3.305	3.369	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.450	3.202	
3.323	3.302	3.305	3.246	3.202	
3.323	3.302	3.305	3.389	3.202	
3.323	3.302	3.305	3.215	3.202	
3.323	3.302	3.305	3.373	3.202	
3.323	3.302	3.305	3.208	3.202	
3.323	3.302	3.305	3.370	3.202	
3.323	3.302	3.305	3.206	3.202	
3.323	3.302	3.305	3.369	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.205	3.202	
3.323	3.302	3.305	3.368	3.202	
3.323	3.302	3.305	3.450	3.202	
3.323	3.302	3.305	3.246	3.202	
3.323	3.302	3.305	3.389	3.202	
3.323	3.302	3.305	3.215	3.202	
3.323	3.302	3.305	3.373	3.202	
3.323	3.302	3.305	3.208	3.202	
3.323	3.302	3.305	3.370	3.202	
3.323	3.302	3.305	3.451	3.202	
3.323	3.302	3.305	3.246	3.202	
3.323	3.302	3.305	3.389	3.202	
3.323	3.302	3.305	3.215	3.202	
