Server_0B	Server_0	Server_0E	Server_07	Server_06	
3.302	3.594	3.064	3.414	3.114	
3.302	3.318	3.064	3.414	3.114	
3.302	3.318	3.064	3.228	3.114	
3.302	3.318	3.064	3.625	3.114	
3.302	3.318	3.064	3.578	3.114	
3.302	3.318	3.064	3.555	3.114	
3.302	3.318	3.064	3.543	3.114	
3.302	3.318	3.064	3.537	3.114	
3.302	3.318	3.064	3.534	3.114	
3.302	3.318	3.064	3.533	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.287	3.114	
3.302	3.318	3.064	3.654	3.114	
3.302	3.318	3.064	3.593	3.114	
3.302	3.318	3.064	3.562	3.114	
3.302	3.318	3.064	3.302	3.114	
3.302	3.318	3.064	3.662	3.114	
3.302	3.318	3.064	3.597	3.114	
3.302	3.318	3.064	3.319	3.114	
3.302	3.318	3.064	3.180	3.114	
3.302	3.318	3.064	3.601	3.114	
3.302	3.318	3.064	3.566	3.114	
3.302	3.318	3.064	3.549	3.114	
3.302	3.318	3.064	3.295	3.114	
3.302	3.318	3.064	3.658	3.114	
3.302	3.318	3.064	3.595	3.114	
3.302	3.318	3.064	3.318	3.114	
3.302	3.318	3.064	3.670	3.114	
3.302	3.318	3.064	3.601	3.114	
3.302	3.318	3.064	3.321	3.114	
3.302	3.318	3.064	3.426	3.114	
3.302	3.318	3.064	3.234	3.114	
3.302	3.318	3.064	3.628	3.114	
3.302	3.318	3.064	3.580	3.114	
3.302	3.318	3.064	3.311	3.114	
3.302	3.318	3.064	3.666	3.114	
3.302	3.318	3.064	3.354	3.114	
3.302	3.318	3.064	3.443	3.114	
3.302	3.318	3.064	3.487	3.114	
3.302	3.318	3.064	3.509	3.114	
3.302	3.318	3.064	3.276	3.114	
3.302	3.318	3.064	3.404	3.114	
3.302	3.318	3.064	3.712	3.114	
3.302	3.318	3.064	3.622	3.114	
3.302	3.318	3.064	3.332	3.114	
3.302	3.318	3.064	3.677	3.114	
3.302	3.318	3.064	3.604	3.114	
3.302	3.318	3.064	3.568	3.114	
3.302	3.318	3.064	3.795	3.114	
3.302	3.318	3.064	3.663	3.114	
3.302	3.318	3.064	3.597	3.114	
3.302	3.318	3.064	3.564	3.114	
3.302	3.318	3.064	3.303	3.114	
3.302	3.318	3.064	3.417	3.114	
3.302	3.318	3.064	3.719	3.114	
3.302	3.318	3.064	3.381	3.114	
3.302	3.318	3.064	3.456	3.114	
3.302	3.318	3.064	3.494	3.114	
3.302	3.318	3.064	3.513	3.114	
3.302	3.318	3.064	3.522	3.114	
3.302	3.318	3.064	3.282	3.114	
3.302	3.318	3.064	3.652	3.114	
3.302	3.318	3.064	3.592	3.114	
3.302	3.318	3.064	3.562	3.114	
3.302	3.318	3.064	3.547	3.114	
3.302	3.318	3.064	3.539	3.114	
3.302	3.318	3.064	3.780	3.114	
3.302	3.318	3.064	3.411	3.114	
3.302	3.318	3.064	3.471	3.114	
3.302	3.318	3.064	3.501	3.114	
3.302	3.318	3.064	3.272	3.114	
3.302	3.318	3.064	3.402	3.114	
3.302	3.318	3.064	3.711	3.114	
3.302	3.318	3.064	3.621	3.114	
3.302	3.318	3.064	3.577	3.114	
3.302	3.318	3.064	3.554	3.114	
3.302	3.318	3.064	3.543	3.114	
3.302	3.318	3.064	3.292	3.114	
3.302	3.318	3.064	3.657	3.114	
3.302	3.318	3.064	3.594	3.114	
3.302	3.318	3.064	3.563	3.114	
3.302	3.318	3.064	3.547	3.114	
3.302	3.318	3.064	3.539	3.114	
3.302	3.318	3.064	3.536	3.114	
3.302	3.318	3.064	3.534	3.114	
3.302	3.318	3.064	3.533	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.287	3.114	
3.302	3.318	3.064	3.654	3.114	
3.302	3.318	3.064	3.348	3.114	
3.302	3.318	3.064	3.440	3.114	
3.302	3.318	3.064	3.730	3.114	
3.302	3.318	3.064	3.631	3.114	
3.302	3.318	3.064	3.336	3.114	
3.302	3.318	3.064	3.434	3.114	
3.302	3.318	3.064	3.483	3.114	
3.302	3.318	3.064	3.262	3.114	
3.302	3.318	3.064	3.397	3.114	
3.302	3.318	3.064	3.464	3.114	
3.302	3.318	3.064	3.498	3.114	
3.302	3.318	3.064	3.515	3.114	
3.302	3.318	3.064	3.523	3.114	
3.302	3.318	3.064	3.772	3.114	
3.302	3.318	3.064	3.652	3.114	
3.302	3.318	3.064	3.347	3.114	
3.302	3.318	3.064	3.439	3.114	
3.302	3.318	3.064	3.485	3.114	
3.302	3.318	3.064	3.508	3.114	
3.302	3.318	3.064	3.520	3.114	
3.302	3.318	3.064	3.526	3.114	
3.302	3.318	3.064	3.284	3.114	
3.302	3.318	3.064	3.652	3.114	
3.302	3.318	3.064	3.592	3.114	
3.302	3.318	3.064	3.562	3.114	
3.302	3.318	3.064	3.547	3.114	
3.302	3.318	3.064	3.539	3.114	
3.302	3.318	3.064	3.535	3.114	
3.302	3.318	3.064	3.533	3.114	
3.302	3.318	3.064	3.533	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.287	3.114	
3.302	3.318	3.064	3.654	3.114	
3.302	3.318	3.064	3.593	3.114	
3.302	3.318	3.064	3.562	3.114	
3.302	3.318	3.064	3.547	3.114	
3.302	3.318	3.064	3.539	3.114	
3.302	3.318	3.064	3.535	3.114	
3.302	3.318	3.064	3.534	3.114	
3.302	3.318	3.064	3.533	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.287	3.114	
3.302	3.318	3.064	3.654	3.114	
3.302	3.318	3.064	3.593	3.114	
3.302	3.318	3.064	3.562	3.114	
3.302	3.318	3.064	3.547	3.114	
3.302	3.318	3.064	3.539	3.114	
3.302	3.318	3.064	3.535	3.114	
3.302	3.318	3.064	3.534	3.114	
3.302	3.318	3.064	3.533	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.532	3.114	
3.302	3.318	3.064	3.287	3.114	
3.302	3.318	3.064	3.654	3.114	
3.302	3.318	3.064	3.593	3.114	
3.302	3.318	3.064	3.562	3.114	
3.302	3.318	3.064	3.547	3.114	
3.302	3.318	3.064	3.539	3.114	
3.302	3.318	3.064	3.535	3.114	
3.302	3.318	3.064	3.534	3.114	
3.302	3.318	3.064	3.533	3.114	
3.302	3.318	3.064	3.287	3.114	
3.302	3.318	3.064	3.654	3.114	
3.302	3.318	3.064	3.348	3.114	
3.302	3.318	3.064	3.440	3.114	
3.302	3.318	3.064	3.486	3.114	
3.302	3.318	3.064	3.509	3.114	
3.302	3.318	3.064	3.520	3.114	
3.302	3.318	3.064	3.281	3.114	
3.302	3.318	3.064	3.651	3.114	
3.302	3.318	3.064	3.591	3.114	
3.302	3.318	3.064	3.561	3.114	
3.302	3.318	3.064	3.302	3.114	
3.302	3.318	3.064	3.417	3.114	
3.302	3.318	3.064	3.719	3.114	
3.302	3.318	3.064	3.625	3.114	
3.302	3.318	3.064	3.578	3.114	
3.302	3.318	3.064	3.555	3.114	
3.302	3.318	3.064	3.298	3.114	
3.302	3.318	3.064	3.660	3.114	
3.302	3.318	3.064	3.351	3.114	
3.302	3.318	3.064	3.196	3.114	
3.302	3.318	3.064	3.609	3.114	
3.302	3.318	3.064	3.570	3.114	
3.302	3.318	3.064	3.551	3.114	
3.302	3.318	3.064	3.296	3.114	
3.302	3.318	3.064	3.659	3.114	
3.302	3.318	3.064	3.595	3.114	
3.302	3.318	3.064	3.563	3.114	
3.302	3.318	3.064	3.303	3.114	
3.302	3.180	3.064	3.303	3.114	
3.302	3.356	3.064	3.303	3.114	
3.302	3.199	3.064	3.303	3.114	
3.302	3.365	3.064	3.303	3.114	
3.302	3.203	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
3.302	3.205	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
3.302	3.205	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
3.302	3.205	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
3.302	3.205	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
3.302	3.205	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
3.302	3.205	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
3.302	3.205	3.064	3.303	3.114	
3.302	3.368	3.064	3.303	3.114	
