Server_05	Server_0	Server_04	Server_0B	Server_0A	
3.305	3.357	3.008	3.367	3.723	
3.305	3.357	3.008	3.367	3.627	
3.305	3.357	3.008	3.367	3.334	
3.305	3.357	3.008	3.205	3.334	
3.305	3.357	3.008	3.613	3.334	
3.305	3.357	3.008	3.572	3.334	
3.305	3.357	3.008	3.552	3.334	
3.305	3.357	3.008	3.297	3.334	
3.305	3.357	3.008	3.659	3.334	
3.305	3.357	3.008	3.595	3.334	
3.305	3.357	3.008	3.563	3.334	
3.305	3.357	3.008	3.548	3.334	
3.305	3.357	3.008	3.295	3.334	
3.305	3.357	3.008	3.658	3.334	
3.305	3.357	3.008	3.595	3.334	
3.305	3.357	3.008	3.318	3.334	
3.305	3.357	3.008	3.425	3.334	
3.305	3.357	3.008	3.233	3.334	
3.305	3.357	3.008	3.627	3.334	
3.305	3.357	3.008	3.579	3.334	
3.305	3.357	3.008	3.556	3.334	
3.305	3.357	3.008	3.544	3.334	
3.305	3.357	3.008	3.293	3.334	
3.305	3.357	3.008	3.412	3.334	
3.305	3.357	3.008	3.717	3.334	
3.305	3.357	3.008	3.624	3.334	
3.305	3.357	3.008	3.578	3.334	
3.305	3.357	3.008	3.555	3.334	
3.305	3.357	3.008	3.298	3.334	
3.305	3.357	3.008	3.660	3.334	
3.305	3.357	3.008	3.596	3.334	
3.305	3.357	3.008	3.564	3.334	
3.305	3.357	3.008	3.548	3.334	
3.305	3.357	3.008	3.540	3.334	
3.305	3.357	3.008	3.536	3.334	
3.305	3.357	3.008	3.534	3.334	
3.305	3.357	3.008	3.777	3.334	
3.305	3.357	3.008	3.654	3.334	
3.305	3.357	3.008	3.593	3.334	
3.305	3.357	3.008	3.562	3.334	
3.305	3.357	3.008	3.547	3.334	
3.305	3.357	3.008	3.539	3.334	
3.305	3.357	3.008	3.535	3.334	
3.305	3.357	3.008	3.534	3.334	
3.305	3.357	3.008	3.288	3.334	
3.305	3.357	3.008	3.410	3.334	
3.305	3.357	3.008	3.471	3.334	
3.305	3.357	3.008	3.501	3.334	
3.305	3.357	3.008	3.761	3.334	
3.305	3.357	3.008	3.401	3.334	
3.305	3.357	3.008	3.467	3.334	
3.305	3.357	3.008	3.499	3.334	
3.305	3.357	3.008	3.270	3.334	
3.305	3.357	3.008	3.401	3.334	
3.305	3.357	3.008	3.711	3.334	
3.305	3.357	3.008	3.621	3.334	
3.305	3.357	3.008	3.576	3.334	
3.305	3.357	3.008	3.554	3.334	
3.305	3.357	3.008	3.543	3.334	
3.305	3.357	3.008	3.537	3.334	
3.305	3.357	3.008	3.534	3.334	
3.305	3.357	3.008	3.533	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.287	3.334	
3.305	3.357	3.008	3.654	3.334	
3.305	3.357	3.008	3.593	3.334	
3.305	3.357	3.008	3.562	3.334	
3.305	3.357	3.008	3.547	3.334	
3.305	3.357	3.008	3.539	3.334	
3.305	3.357	3.008	3.535	3.334	
3.305	3.357	3.008	3.534	3.334	
3.305	3.357	3.008	3.533	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.532	3.334	
3.305	3.357	3.008	3.776	3.334	
3.305	3.357	3.008	3.654	3.334	
3.305	3.357	3.008	3.593	3.334	
3.305	3.357	3.008	3.562	3.334	
3.305	3.357	3.008	3.547	3.334	
3.305	3.357	3.008	3.539	3.334	
3.305	3.357	3.008	3.291	3.334	
3.305	3.357	3.008	3.411	3.334	
3.305	3.357	3.008	3.471	3.334	
3.305	3.357	3.008	3.501	3.334	
3.305	3.357	3.008	3.517	3.334	
3.305	3.357	3.008	3.524	3.334	
3.305	3.357	3.008	3.528	3.334	
3.305	3.357	3.008	3.530	3.334	
3.305	3.357	3.008	3.531	3.334	
3.305	3.357	3.008	3.531	3.334	
3.305	3.357	3.008	3.531	3.334	
3.305	3.357	3.008	3.776	3.334	
3.305	3.357	3.008	3.654	3.334	
3.305	3.357	3.008	3.593	3.334	
3.305	3.357	3.008	3.562	3.334	
3.305	3.357	3.008	3.547	3.334	
3.305	3.357	3.008	3.539	3.334	
3.305	3.357	3.008	3.535	3.334	
3.305	3.357	3.008	3.534	3.334	
3.305	3.357	3.008	3.533	3.334	
3.305	3.357	3.008	3.287	3.334	
3.305	3.200	3.008	3.287	3.334	
3.305	3.366	3.008	3.287	3.334	
3.305	3.204	3.008	3.287	3.334	
3.305	3.368	3.008	3.287	3.334	
3.305	3.450	3.008	3.287	3.334	
3.305	3.246	3.008	3.287	3.334	
3.305	3.389	3.008	3.287	3.334	
3.305	3.215	3.008	3.287	3.334	
3.305	3.373	3.008	3.287	3.334	
3.305	3.453	3.008	3.287	3.334	
3.305	3.247	3.008	3.287	3.334	
3.305	3.389	3.008	3.287	3.334	
3.305	3.216	3.008	3.287	3.334	
3.305	3.374	3.008	3.287	3.334	
3.305	3.208	3.008	3.287	3.334	
3.305	3.370	3.008	3.287	3.334	
3.305	3.206	3.008	3.287	3.334	
3.305	3.369	3.008	3.287	3.334	
3.305	3.205	3.008	3.287	3.334	
3.305	3.368	3.008	3.287	3.334	
3.305	3.450	3.008	3.287	3.334	
3.305	3.246	3.008	3.287	3.334	
3.305	3.246	3.008	3.287	3.188	
3.305	3.246	3.008	3.287	3.605	
3.305	3.246	3.008	3.287	3.568	
3.305	3.246	3.008	3.287	3.550	
3.305	3.246	3.008	3.287	3.786	
3.305	3.246	3.008	3.287	3.659	
3.305	3.246	3.008	3.287	3.595	
3.305	3.246	3.008	3.287	3.318	
3.305	3.246	3.008	3.287	3.180	
3.305	3.246	3.008	3.287	3.601	
3.305	3.246	3.008	3.287	3.566	
3.305	3.246	3.008	3.287	3.304	
3.305	3.246	3.008	3.287	3.418	
3.305	3.246	3.008	3.287	3.719	
3.305	3.246	3.008	3.287	3.626	
3.305	3.246	3.008	3.287	3.334	
3.305	3.246	3.008	3.287	3.433	
3.305	3.246	3.008	3.287	3.482	
3.305	3.246	3.008	3.287	3.262	
3.305	3.246	3.008	3.287	3.397	
3.305	3.246	3.008	3.287	3.709	
3.305	3.246	3.008	3.287	3.375	
3.305	3.246	3.008	3.287	3.209	
3.305	3.246	3.008	3.287	3.615	
3.305	3.246	3.008	3.287	3.573	
3.305	3.246	3.008	3.287	3.552	
3.305	3.246	3.008	3.287	3.542	
3.305	3.246	3.008	3.287	3.537	
3.305	3.246	3.008	3.287	3.779	
3.305	3.246	3.008	3.287	3.655	
3.305	3.246	3.008	3.287	3.593	
3.305	3.246	3.008	3.287	3.563	
3.305	3.246	3.008	3.287	3.547	
3.305	3.246	3.008	3.287	3.539	
3.305	3.246	3.008	3.287	3.535	
3.305	3.246	3.008	3.287	3.534	
3.305	3.246	3.008	3.287	3.533	
3.305	3.246	3.008	3.287	3.287	
3.305	3.246	3.008	3.287	3.409	
3.305	3.246	3.008	3.287	3.470	
