Server_0E	Server_0	Server_01	Server_02	Server_0F	
3.616	3.673	3.360	3.634	3.618	
3.616	3.602	3.360	3.634	3.618	
3.616	3.812	3.360	3.634	3.618	
3.616	3.672	3.360	3.634	3.618	
3.616	3.357	3.360	3.634	3.618	
3.616	3.357	3.360	3.583	3.618	
3.616	3.357	3.360	3.583	3.330	
3.616	3.357	3.360	3.583	3.676	
3.616	3.357	3.360	3.583	3.359	
3.574	3.357	3.360	3.583	3.359	
3.797	3.357	3.360	3.583	3.359	
3.664	3.357	3.360	3.583	3.359	
3.353	3.357	3.360	3.583	3.359	
3.353	3.357	3.360	3.312	3.359	
3.353	3.357	3.360	3.667	3.359	
3.353	3.357	3.360	3.599	3.359	
3.353	3.357	3.360	3.320	3.359	
3.353	3.357	3.360	3.671	3.359	
3.353	3.357	3.360	3.601	3.359	
3.353	3.357	3.360	3.566	3.359	
3.353	3.357	3.360	3.304	3.359	
3.353	3.357	3.360	3.418	3.359	
3.353	3.357	3.360	3.720	3.359	
3.353	3.357	3.360	3.626	3.359	
3.353	3.357	3.360	3.334	3.359	
3.353	3.357	3.360	3.677	3.359	
3.353	3.357	3.360	3.605	3.359	
3.353	3.357	3.360	3.568	3.359	
3.353	3.357	3.360	3.305	3.359	
3.353	3.357	3.360	3.418	3.359	
3.353	3.357	3.360	3.720	3.359	
3.353	3.357	3.360	3.626	3.359	
3.353	3.357	3.360	3.579	3.359	
3.353	3.357	3.360	3.555	3.359	
3.353	3.357	3.360	3.543	3.359	
3.353	3.357	3.360	3.293	3.359	
3.353	3.357	3.360	3.412	3.359	
3.353	3.357	3.360	3.717	3.359	
3.353	3.357	3.360	3.624	3.359	
3.353	3.357	3.360	3.333	3.359	
3.353	3.357	3.360	3.432	3.359	
3.353	3.357	3.360	3.727	3.359	
3.353	3.357	3.360	3.629	3.359	
3.353	3.357	3.360	3.335	3.359	
3.353	3.357	3.201	3.335	3.359	
3.353	3.357	3.366	3.335	3.359	
3.353	3.357	3.449	3.335	3.359	
3.353	3.357	3.490	3.335	3.359	
3.353	3.357	3.511	3.335	3.359	
3.353	3.357	3.276	3.335	3.359	
3.353	3.357	3.404	3.335	3.359	
3.353	3.357	3.223	3.335	3.359	
3.353	3.357	3.377	3.335	3.359	
3.353	3.357	3.454	3.335	3.359	
3.353	3.357	3.248	3.335	3.359	
3.353	3.357	3.390	3.335	3.359	
3.353	3.357	3.461	3.335	3.359	
3.353	3.357	3.251	3.335	3.359	
3.353	3.357	3.391	3.335	3.359	
3.353	3.357	3.462	3.335	3.359	
3.353	3.357	3.252	3.335	3.359	
3.353	3.357	3.392	3.335	3.359	
3.353	3.357	3.217	3.335	3.359	
3.353	3.357	3.374	3.335	3.359	
3.353	3.357	3.208	3.335	3.359	
3.353	3.357	3.370	3.335	3.359	
3.353	3.357	3.206	3.335	3.359	
3.353	3.357	3.369	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.450	3.335	3.359	
3.353	3.357	3.246	3.335	3.359	
3.353	3.357	3.389	3.335	3.359	
3.353	3.357	3.215	3.335	3.359	
3.353	3.357	3.373	3.335	3.359	
3.353	3.357	3.208	3.335	3.359	
3.353	3.357	3.370	3.335	3.359	
3.353	3.357	3.206	3.335	3.359	
3.353	3.357	3.369	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.450	3.335	3.359	
3.353	3.357	3.246	3.335	3.359	
3.353	3.357	3.389	3.335	3.359	
3.353	3.357	3.215	3.335	3.359	
3.353	3.357	3.373	3.335	3.359	
3.353	3.357	3.208	3.335	3.359	
3.353	3.357	3.370	3.335	3.359	
3.353	3.357	3.206	3.335	3.359	
3.353	3.357	3.369	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.450	3.335	3.359	
3.353	3.357	3.246	3.335	3.359	
3.353	3.357	3.389	3.335	3.359	
3.353	3.357	3.215	3.335	3.359	
3.353	3.357	3.373	3.335	3.359	
3.353	3.357	3.208	3.335	3.359	
3.353	3.357	3.370	3.335	3.359	
3.353	3.357	3.206	3.335	3.359	
3.353	3.357	3.369	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.205	3.335	3.359	
3.353	3.357	3.368	3.335	3.359	
3.353	3.357	3.450	3.335	3.359	
3.353	3.357	3.246	3.335	3.359	
3.353	3.357	3.246	3.335	3.200	
3.353	3.357	3.246	3.335	3.366	
3.353	3.357	3.246	3.335	3.204	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.450	
3.353	3.357	3.246	3.335	3.246	
3.353	3.357	3.246	3.335	3.389	
3.353	3.357	3.246	3.335	3.215	
3.353	3.357	3.246	3.335	3.373	
3.353	3.357	3.246	3.335	3.208	
3.353	3.357	3.246	3.335	3.370	
3.353	3.357	3.246	3.335	3.206	
3.353	3.357	3.246	3.335	3.369	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.450	
3.353	3.357	3.246	3.335	3.246	
3.353	3.357	3.246	3.335	3.389	
3.353	3.357	3.246	3.335	3.215	
3.353	3.357	3.246	3.335	3.373	
3.353	3.357	3.246	3.335	3.208	
3.353	3.357	3.246	3.335	3.370	
3.353	3.357	3.246	3.335	3.206	
3.353	3.357	3.246	3.335	3.369	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.450	
3.353	3.357	3.246	3.335	3.246	
3.353	3.357	3.246	3.335	3.389	
3.353	3.357	3.246	3.335	3.215	
3.353	3.357	3.246	3.335	3.373	
3.353	3.357	3.246	3.335	3.208	
3.353	3.357	3.246	3.335	3.370	
3.353	3.357	3.246	3.335	3.206	
3.353	3.357	3.246	3.335	3.369	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.450	
3.353	3.357	3.246	3.335	3.246	
3.353	3.357	3.246	3.335	3.389	
3.353	3.357	3.246	3.335	3.215	
3.353	3.357	3.246	3.335	3.373	
3.353	3.357	3.246	3.335	3.208	
3.353	3.357	3.246	3.335	3.370	
3.353	3.357	3.246	3.335	3.206	
3.353	3.357	3.246	3.335	3.369	
3.353	3.357	3.246	3.335	3.205	
3.353	3.357	3.246	3.335	3.368	
3.353	3.357	3.246	3.335	3.450	
3.353	3.357	3.246	3.335	3.246	
3.353	3.357	3.246	3.335	3.389	
3.353	3.357	3.246	3.335	3.215	
3.353	3.357	3.246	3.335	3.373	
