Server_0C	Server_0	Server_0B	Server_05	Server_01	
3.334	3.335	3.071	3.311	3.333	
3.334	3.335	3.071	3.666	3.333	
3.334	3.335	3.071	3.599	3.333	
3.334	3.335	3.071	3.565	3.333	
3.334	3.335	3.071	3.548	3.333	
3.334	3.335	3.071	3.540	3.333	
3.334	3.335	3.071	3.291	3.333	
3.334	3.335	3.071	3.656	3.333	
3.334	3.335	3.071	3.594	3.333	
3.334	3.335	3.071	3.563	3.333	
3.334	3.335	3.071	3.547	3.333	
3.334	3.335	3.071	3.539	3.333	
3.334	3.335	3.071	3.535	3.333	
3.334	3.335	3.071	3.289	3.333	
3.334	3.335	3.071	3.410	3.333	
3.334	3.335	3.071	3.716	3.333	
3.334	3.335	3.071	3.624	3.333	
3.334	3.335	3.071	3.578	3.333	
3.334	3.335	3.071	3.555	3.333	
3.334	3.335	3.071	3.543	3.333	
3.334	3.335	3.071	3.537	3.333	
3.334	3.335	3.071	3.534	3.333	
3.334	3.335	3.071	3.533	3.333	
3.334	3.335	3.071	3.287	3.333	
3.334	3.335	3.071	3.410	3.333	
3.334	3.335	3.071	3.715	3.333	
3.334	3.335	3.071	3.623	3.333	
3.334	3.335	3.071	3.822	3.333	
3.334	3.335	3.071	3.677	3.333	
3.334	3.335	3.071	3.604	3.333	
3.334	3.335	3.071	3.568	3.333	
3.334	3.335	3.071	3.550	3.333	
3.334	3.335	3.071	3.541	3.333	
3.334	3.335	3.071	3.536	3.333	
3.334	3.335	3.071	3.534	3.333	
3.334	3.335	3.071	3.533	3.333	
3.334	3.335	3.071	3.532	3.333	
3.334	3.335	3.071	3.287	3.333	
3.334	3.335	3.071	3.654	3.333	
3.334	3.335	3.071	3.593	3.333	
3.334	3.335	3.071	3.562	3.333	
3.334	3.335	3.071	3.547	3.333	
3.334	3.335	3.071	3.294	3.333	
3.334	3.335	3.071	3.658	3.333	
3.334	3.335	3.071	3.595	3.333	
3.334	3.335	3.071	3.563	3.333	
3.334	3.335	3.071	3.547	3.333	
3.334	3.335	3.071	3.295	3.333	
3.334	3.335	3.071	3.413	3.333	
3.334	3.335	3.071	3.472	3.333	
3.334	3.335	3.071	3.747	3.333	
3.334	3.335	3.071	3.639	3.333	
3.334	3.335	3.071	3.340	3.333	
3.334	3.335	3.071	3.436	3.333	
3.334	3.335	3.071	3.484	3.333	
3.334	3.335	3.071	3.508	3.333	
3.334	3.335	3.071	3.520	3.333	
3.334	3.335	3.071	3.526	3.333	
3.334	3.335	3.071	3.529	3.333	
3.334	3.335	3.071	3.530	3.333	
3.334	3.335	3.071	3.776	3.333	
3.334	3.335	3.071	3.654	3.333	
3.334	3.335	3.071	3.593	3.333	
3.334	3.335	3.071	3.562	3.333	
3.334	3.335	3.071	3.547	3.333	
3.334	3.335	3.071	3.539	3.333	
3.334	3.335	3.071	3.535	3.333	
3.334	3.335	3.071	3.534	3.333	
3.334	3.335	3.071	3.533	3.333	
3.334	3.335	3.071	3.532	3.333	
3.334	3.335	3.071	3.287	3.333	
3.334	3.335	3.071	3.409	3.333	
3.334	3.335	3.071	3.470	3.333	
3.334	3.335	3.071	3.501	3.333	
3.334	3.335	3.071	3.516	3.333	
3.334	3.335	3.071	3.524	3.333	
3.334	3.335	3.071	3.528	3.333	
3.334	3.335	3.071	3.530	3.333	
3.334	3.335	3.071	3.286	3.333	
3.334	3.335	3.071	3.653	3.333	
3.334	3.335	3.071	3.593	3.333	
3.334	3.335	3.071	3.562	3.333	
3.334	3.335	3.071	3.547	3.333	
3.334	3.335	3.071	3.539	3.333	
3.334	3.335	3.071	3.535	3.333	
3.334	3.335	3.071	3.533	3.333	
3.334	3.335	3.071	3.288	3.333	
3.334	3.335	3.071	3.654	3.333	
3.334	3.335	3.071	3.593	3.333	
3.334	3.335	3.071	3.562	3.333	
3.334	3.335	3.071	3.547	3.333	
3.334	3.335	3.071	3.539	3.333	
3.334	3.335	3.071	3.535	3.333	
3.334	3.335	3.071	3.534	3.333	
3.334	3.335	3.071	3.533	3.333	
3.334	3.335	3.071	3.287	3.333	
3.334	3.335	3.071	3.409	3.333	
3.334	3.335	3.071	3.470	3.333	
3.334	3.335	3.071	3.501	3.333	
3.334	3.335	3.071	3.516	3.333	
3.334	3.335	3.071	3.524	3.333	
3.334	3.335	3.071	3.283	3.333	
3.334	3.335	3.071	3.652	3.333	
3.334	3.335	3.071	3.592	3.333	
3.334	3.335	3.071	3.317	3.333	
3.334	3.335	3.071	3.669	3.333	
3.334	3.335	3.071	3.600	3.333	
3.334	3.335	3.071	3.566	3.333	
3.334	3.335	3.071	3.549	3.333	
3.334	3.335	3.071	3.540	3.333	
3.334	3.335	3.071	3.536	3.333	
3.334	3.335	3.071	3.534	3.333	
3.334	3.335	3.071	3.533	3.333	
3.334	3.335	3.071	3.532	3.333	
3.334	3.335	3.071	3.532	3.333	
3.334	3.335	3.071	3.532	3.333	
3.334	3.335	3.071	3.287	3.333	
3.334	3.335	3.071	3.654	3.333	
3.334	3.335	3.071	3.593	3.333	
3.334	3.335	3.071	3.562	3.333	
3.334	3.335	3.071	3.547	3.333	
3.334	3.335	3.071	3.539	3.333	
3.334	3.335	3.071	3.535	3.333	
3.334	3.335	3.071	3.778	3.333	
3.334	3.335	3.071	3.655	3.333	
3.334	3.335	3.071	3.593	3.333	
3.334	3.335	3.071	3.318	3.333	
3.334	3.335	3.071	3.425	3.333	
3.334	3.335	3.071	3.478	3.333	
3.334	3.335	3.071	3.260	3.333	
3.334	3.335	3.071	3.396	3.333	
3.334	3.335	3.071	3.708	3.333	
3.334	3.335	3.071	3.620	3.333	
3.334	3.335	3.071	3.576	3.333	
3.334	3.335	3.071	3.554	3.333	
3.334	3.335	3.071	3.787	3.333	
3.334	3.335	3.071	3.660	3.333	
3.334	3.335	3.071	3.596	3.333	
3.334	3.335	3.071	3.564	3.333	
3.334	3.335	3.071	3.548	3.333	
3.334	3.335	3.071	3.540	3.333	
3.334	3.335	3.071	3.536	3.333	
3.334	3.335	3.071	3.289	3.333	
3.334	3.335	3.071	3.410	3.333	
3.334	3.335	3.071	3.716	3.333	
3.334	3.335	3.071	3.624	3.333	
3.334	3.335	3.071	3.333	3.333	
3.334	3.189	3.071	3.333	3.333	
3.334	3.360	3.071	3.333	3.333	
3.334	3.201	3.071	3.333	3.333	
3.334	3.366	3.071	3.333	3.333	
3.334	3.204	3.071	3.333	3.333	
3.334	3.368	3.071	3.333	3.333	
3.334	3.205	3.071	3.333	3.333	
3.334	3.368	3.071	3.333	3.333	
3.334	3.205	3.071	3.333	3.333	
3.334	3.368	3.071	3.333	3.333	
3.334	3.205	3.071	3.333	3.333	
3.334	3.368	3.071	3.333	3.333	
3.334	3.205	3.071	3.333	3.333	
3.334	3.368	3.071	3.333	3.333	
3.334	3.205	3.071	3.333	3.333	
3.334	3.368	3.071	3.333	3.333	
