Server_00	Server_0	Server_0D	Server_0F	Server_02	
3.357	3.462	3.352	3.350	3.302	
3.357	3.497	3.352	3.350	3.302	
3.357	3.269	3.352	3.350	3.302	
3.357	3.400	3.352	3.350	3.302	
3.357	3.466	3.352	3.350	3.302	
3.357	3.499	3.352	3.350	3.302	
3.357	3.270	3.352	3.350	3.302	
3.357	3.401	3.352	3.350	3.302	
3.357	3.466	3.352	3.350	3.302	
3.357	3.254	3.352	3.350	3.302	
3.357	3.393	3.352	3.350	3.302	
3.357	3.462	3.352	3.350	3.302	
3.357	3.497	3.352	3.350	3.302	
3.357	3.269	3.352	3.350	3.302	
3.357	3.400	3.352	3.350	3.302	
3.357	3.466	3.352	3.350	3.302	
3.357	3.254	3.352	3.350	3.302	
3.357	3.393	3.352	3.350	3.302	
3.357	3.462	3.352	3.350	3.302	
3.357	3.252	3.352	3.350	3.302	
3.357	3.392	3.352	3.350	3.302	
3.357	3.462	3.352	3.350	3.302	
3.357	3.252	3.352	3.350	3.302	
3.357	3.392	3.352	3.350	3.302	
3.357	3.462	3.352	3.350	3.302	
3.357	3.252	3.352	3.350	3.302	
3.357	3.392	3.352	3.350	3.302	
3.357	3.217	3.352	3.350	3.302	
3.357	3.374	3.352	3.350	3.302	
3.357	3.453	3.352	3.350	3.302	
3.357	3.247	3.352	3.350	3.302	
3.357	3.389	3.352	3.350	3.302	
3.357	3.216	3.352	3.350	3.302	
3.357	3.374	3.352	3.350	3.302	
3.357	3.453	3.352	3.350	3.302	
3.357	3.247	3.352	3.350	3.302	
3.357	3.389	3.352	3.350	3.302	
3.357	3.216	3.352	3.350	3.302	
3.357	3.374	3.352	3.350	3.302	
3.357	3.208	3.352	3.350	3.302	
3.357	3.370	3.352	3.350	3.302	
3.357	3.206	3.352	3.350	3.302	
3.357	3.369	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
3.357	3.368	3.352	3.350	3.302	
3.357	3.205	3.352	3.350	3.302	
