Server_08	Server_0	Server_0C	Server_03	Server_0E	
3.504	3.301	3.232	3.630	3.299	
3.504	3.301	3.232	3.336	3.299	
3.504	3.301	3.232	3.679	3.299	
3.504	3.301	3.232	3.605	3.299	
3.504	3.301	3.232	3.568	3.299	
3.504	3.301	3.232	3.550	3.299	
3.504	3.301	3.232	3.296	3.299	
3.504	3.301	3.232	3.659	3.299	
3.504	3.301	3.232	3.595	3.299	
3.504	3.301	3.232	3.318	3.299	
3.504	3.301	3.232	3.425	3.299	
3.504	3.301	3.232	3.723	3.299	
3.504	3.301	3.232	3.627	3.299	
3.504	3.301	3.232	3.579	3.299	
3.504	3.301	3.232	3.311	3.299	
3.273	3.301	3.232	3.311	3.299	
3.647	3.301	3.232	3.311	3.299	
3.344	3.301	3.232	3.311	3.299	
3.683	3.301	3.232	3.311	3.299	
3.607	3.301	3.232	3.311	3.299	
3.569	3.301	3.232	3.311	3.299	
3.306	3.301	3.232	3.311	3.299	
3.419	3.301	3.232	3.311	3.299	
3.720	3.301	3.232	3.311	3.299	
3.626	3.301	3.232	3.311	3.299	
3.334	3.301	3.232	3.311	3.299	
3.677	3.301	3.232	3.311	3.299	
3.605	3.301	3.232	3.311	3.299	
3.323	3.301	3.232	3.311	3.299	
3.182	3.301	3.232	3.311	3.299	
3.602	3.301	3.232	3.311	3.299	
3.322	3.301	3.232	3.311	3.299	
3.182	3.301	3.232	3.311	3.299	
3.357	3.301	3.232	3.311	3.299	
3.689	3.301	3.232	3.311	3.299	
3.365	3.301	3.232	3.311	3.299	
3.448	3.301	3.232	3.311	3.299	
3.490	3.301	3.232	3.311	3.299	
3.756	3.301	3.232	3.311	3.299	
3.644	3.301	3.232	3.311	3.299	
3.343	3.301	3.232	3.311	3.299	
3.437	3.301	3.232	3.311	3.299	
3.484	3.301	3.232	3.311	3.299	
3.508	3.301	3.232	3.311	3.299	
3.275	3.301	3.232	3.311	3.299	
3.648	3.301	3.232	3.311	3.299	
3.590	3.301	3.232	3.311	3.299	
3.561	3.301	3.232	3.311	3.299	
3.301	3.301	3.232	3.311	3.299	
3.416	3.301	3.232	3.311	3.299	
3.719	3.301	3.232	3.311	3.299	
3.870	3.301	3.232	3.311	3.299	
3.701	3.301	3.232	3.311	3.299	
3.616	3.301	3.232	3.311	3.299	
3.329	3.301	3.232	3.311	3.299	
3.185	3.301	3.232	3.311	3.299	
3.603	3.301	3.232	3.311	3.299	
3.567	3.301	3.232	3.311	3.299	
3.550	3.301	3.232	3.311	3.299	
3.785	3.301	3.232	3.311	3.299	
3.658	3.301	3.232	3.311	3.299	
3.350	3.301	3.232	3.311	3.299	
3.441	3.301	3.232	3.311	3.299	
3.486	3.301	3.232	3.311	3.299	
3.264	3.301	3.232	3.311	3.299	
3.398	3.301	3.232	3.311	3.299	
3.465	3.301	3.232	3.311	3.299	
3.743	3.301	3.232	3.311	3.299	
3.637	3.301	3.232	3.311	3.299	
3.584	3.301	3.232	3.311	3.299	
3.558	3.301	3.232	3.311	3.299	
3.545	3.301	3.232	3.311	3.299	
3.538	3.301	3.232	3.311	3.299	
3.535	3.301	3.232	3.311	3.299	
3.533	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.287	3.301	3.232	3.311	3.299	
3.409	3.301	3.232	3.311	3.299	
3.715	3.301	3.232	3.311	3.299	
3.623	3.301	3.232	3.311	3.299	
3.578	3.301	3.232	3.311	3.299	
3.310	3.301	3.232	3.311	3.299	
3.665	3.301	3.232	3.311	3.299	
3.599	3.301	3.232	3.311	3.299	
3.320	3.301	3.232	3.311	3.299	
3.426	3.301	3.232	3.311	3.299	
3.724	3.301	3.232	3.311	3.299	
3.628	3.301	3.232	3.311	3.299	
3.580	3.301	3.232	3.311	3.299	
3.311	3.301	3.232	3.311	3.299	
3.176	3.301	3.232	3.311	3.299	
3.599	3.301	3.232	3.311	3.299	
3.565	3.301	3.232	3.311	3.299	
3.548	3.301	3.232	3.311	3.299	
3.540	3.301	3.232	3.311	3.299	
3.536	3.301	3.232	3.311	3.299	
3.534	3.301	3.232	3.311	3.299	
3.533	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.287	3.301	3.232	3.311	3.299	
3.654	3.301	3.232	3.311	3.299	
3.593	3.301	3.232	3.311	3.299	
3.562	3.301	3.232	3.311	3.299	
3.547	3.301	3.232	3.311	3.299	
3.539	3.301	3.232	3.311	3.299	
3.535	3.301	3.232	3.311	3.299	
3.778	3.301	3.232	3.311	3.299	
3.655	3.301	3.232	3.311	3.299	
3.593	3.301	3.232	3.311	3.299	
3.562	3.301	3.232	3.311	3.299	
3.547	3.301	3.232	3.311	3.299	
3.539	3.301	3.232	3.311	3.299	
3.535	3.301	3.232	3.311	3.299	
3.534	3.301	3.232	3.311	3.299	
3.533	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.287	3.301	3.232	3.311	3.299	
3.654	3.301	3.232	3.311	3.299	
3.593	3.301	3.232	3.311	3.299	
3.317	3.301	3.232	3.311	3.299	
3.669	3.301	3.232	3.311	3.299	
3.600	3.301	3.232	3.311	3.299	
3.566	3.301	3.232	3.311	3.299	
3.549	3.301	3.232	3.311	3.299	
3.540	3.301	3.232	3.311	3.299	
3.536	3.301	3.232	3.311	3.299	
3.534	3.301	3.232	3.311	3.299	
3.533	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.287	3.301	3.232	3.311	3.299	
3.409	3.301	3.232	3.311	3.299	
3.715	3.301	3.232	3.311	3.299	
3.623	3.301	3.232	3.311	3.299	
3.577	3.301	3.232	3.311	3.299	
3.555	3.301	3.232	3.311	3.299	
3.543	3.301	3.232	3.311	3.299	
3.537	3.301	3.232	3.311	3.299	
3.534	3.301	3.232	3.311	3.299	
3.533	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.287	3.301	3.232	3.311	3.299	
3.654	3.301	3.232	3.311	3.299	
3.593	3.301	3.232	3.311	3.299	
3.562	3.301	3.232	3.311	3.299	
3.302	3.301	3.232	3.311	3.299	
3.662	3.301	3.232	3.311	3.299	
3.597	3.301	3.232	3.311	3.299	
3.564	3.301	3.232	3.311	3.299	
3.548	3.301	3.232	3.311	3.299	
3.295	3.301	3.232	3.311	3.299	
3.658	3.301	3.232	3.311	3.299	
3.595	3.301	3.232	3.311	3.299	
3.563	3.301	3.232	3.311	3.299	
3.547	3.301	3.232	3.311	3.299	
3.295	3.301	3.232	3.311	3.299	
3.658	3.301	3.232	3.311	3.299	
3.595	3.301	3.232	3.311	3.299	
3.563	3.301	3.232	3.311	3.299	
3.547	3.301	3.232	3.311	3.299	
3.539	3.301	3.232	3.311	3.299	
3.536	3.301	3.232	3.311	3.299	
3.534	3.301	3.232	3.311	3.299	
3.533	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
3.532	3.301	3.232	3.311	3.299	
