Server_06	Server_0	Server_08	Server_0F	Server_0C	
3.296	3.375	3.293	3.296	3.341	
3.296	3.698	3.293	3.296	3.341	
3.296	3.615	3.293	3.296	3.341	
3.296	3.573	3.293	3.296	3.341	
3.296	3.307	3.293	3.296	3.341	
3.296	3.420	3.293	3.296	3.341	
3.296	3.720	3.293	3.296	3.341	
3.296	3.381	3.293	3.296	3.341	
3.296	3.211	3.293	3.296	3.341	
3.296	3.616	3.293	3.296	3.341	
3.296	3.574	3.293	3.296	3.341	
3.296	3.308	3.293	3.296	3.341	
3.296	3.420	3.293	3.296	3.341	
3.296	3.476	3.293	3.296	3.341	
3.296	3.748	3.293	3.296	3.341	
3.296	3.395	3.293	3.296	3.341	
3.296	3.218	3.293	3.296	3.341	
3.296	3.620	3.293	3.296	3.341	
3.296	3.576	3.293	3.296	3.341	
3.296	3.554	3.293	3.296	3.341	
3.296	3.298	3.293	3.296	3.341	
3.296	3.415	3.293	3.296	3.341	
3.296	3.718	3.293	3.296	3.341	
3.296	3.625	3.293	3.296	3.341	
3.296	3.333	3.293	3.296	3.341	
3.296	3.677	3.293	3.296	3.341	
3.296	3.604	3.293	3.296	3.341	
3.296	3.568	3.293	3.296	3.341	
3.296	3.305	3.293	3.296	3.341	
3.296	3.418	3.293	3.296	3.341	
3.296	3.720	3.293	3.296	3.341	
3.296	3.626	3.293	3.296	3.341	
3.296	3.334	3.293	3.296	3.341	
3.296	3.334	3.293	3.296	3.192	
3.296	3.334	3.293	3.296	3.362	
3.296	3.334	3.293	3.296	3.447	
3.296	3.334	3.293	3.296	3.244	
3.296	3.334	3.293	3.296	3.388	
3.296	3.334	3.293	3.296	3.215	
3.296	3.334	3.293	3.296	3.373	
3.296	3.334	3.293	3.296	3.208	
3.296	3.334	3.293	3.296	3.370	
3.296	3.334	3.293	3.296	3.206	
3.296	3.334	3.293	3.296	3.369	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.450	
3.296	3.334	3.293	3.296	3.246	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.460	
3.296	3.334	3.293	3.296	3.251	
3.296	3.334	3.293	3.296	3.391	
3.296	3.334	3.293	3.296	3.217	
3.296	3.334	3.293	3.296	3.374	
3.296	3.334	3.293	3.296	3.453	
3.296	3.334	3.293	3.296	3.247	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.216	
3.296	3.334	3.293	3.296	3.374	
3.296	3.334	3.293	3.296	3.208	
3.296	3.334	3.293	3.296	3.370	
3.296	3.334	3.293	3.296	3.206	
3.296	3.334	3.293	3.296	3.369	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.450	
3.296	3.334	3.293	3.296	3.246	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.215	
3.296	3.334	3.293	3.296	3.373	
3.296	3.334	3.293	3.296	3.453	
3.296	3.334	3.293	3.296	3.247	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.460	
3.296	3.334	3.293	3.296	3.496	
3.296	3.334	3.293	3.296	3.269	
3.296	3.334	3.293	3.296	3.400	
3.296	3.334	3.293	3.296	3.221	
3.296	3.334	3.293	3.296	3.376	
3.296	3.334	3.293	3.296	3.454	
3.296	3.334	3.293	3.296	3.248	
3.296	3.334	3.293	3.296	3.390	
3.296	3.334	3.293	3.296	3.461	
3.296	3.334	3.293	3.296	3.251	
3.296	3.334	3.293	3.296	3.391	
3.296	3.334	3.293	3.296	3.462	
3.296	3.334	3.293	3.296	3.252	
3.296	3.334	3.293	3.296	3.392	
3.296	3.334	3.293	3.296	3.462	
3.296	3.334	3.293	3.296	3.252	
3.296	3.334	3.293	3.296	3.392	
3.296	3.334	3.293	3.296	3.217	
3.296	3.334	3.293	3.296	3.374	
3.296	3.334	3.293	3.296	3.453	
3.296	3.334	3.293	3.296	3.247	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.461	
3.296	3.334	3.293	3.296	3.251	
3.296	3.334	3.293	3.296	3.391	
3.296	3.334	3.293	3.296	3.217	
3.296	3.334	3.293	3.296	3.374	
3.296	3.334	3.293	3.296	3.453	
3.296	3.334	3.293	3.296	3.247	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.461	
3.296	3.334	3.293	3.296	3.251	
3.296	3.334	3.293	3.296	3.391	
3.296	3.334	3.293	3.296	3.217	
3.296	3.334	3.293	3.296	3.374	
3.296	3.334	3.293	3.296	3.453	
3.296	3.334	3.293	3.296	3.247	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.216	
3.296	3.334	3.293	3.296	3.374	
3.296	3.334	3.293	3.296	3.208	
3.296	3.334	3.293	3.296	3.370	
3.296	3.334	3.293	3.296	3.451	
3.296	3.334	3.293	3.296	3.246	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.215	
3.296	3.334	3.293	3.296	3.373	
3.296	3.334	3.293	3.296	3.208	
3.296	3.334	3.293	3.296	3.370	
3.296	3.334	3.293	3.296	3.206	
3.296	3.334	3.293	3.296	3.369	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.450	
3.296	3.334	3.293	3.296	3.246	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.215	
3.296	3.334	3.293	3.296	3.373	
3.296	3.334	3.293	3.296	3.208	
3.296	3.334	3.293	3.296	3.370	
3.296	3.334	3.293	3.296	3.206	
3.296	3.334	3.293	3.296	3.369	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.205	
3.296	3.334	3.293	3.296	3.368	
3.296	3.334	3.293	3.296	3.450	
3.296	3.334	3.293	3.296	3.246	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.215	
3.296	3.334	3.293	3.296	3.373	
3.296	3.334	3.293	3.296	3.208	
3.296	3.334	3.293	3.296	3.370	
3.296	3.334	3.293	3.296	3.451	
3.296	3.334	3.293	3.296	3.246	
3.296	3.334	3.293	3.296	3.389	
3.296	3.334	3.293	3.296	3.215	
3.296	3.334	3.293	3.296	3.373	
3.296	3.334	3.293	3.296	3.208	
3.296	3.334	3.293	3.296	3.370	
