Server_02	Server_0	Server_0F	Server_0B	Server_00	
3.330	3.385	3.224	3.340	3.536	
3.330	3.385	3.224	3.340	3.289	
3.330	3.385	3.224	3.340	3.410	
3.330	3.385	3.224	3.340	3.716	
3.330	3.385	3.224	3.340	3.624	
3.330	3.385	3.224	3.340	3.333	
3.330	3.385	3.224	3.340	3.432	
3.330	3.385	3.224	3.340	3.727	
3.330	3.385	3.224	3.340	3.629	
3.330	3.385	3.224	3.340	3.335	
3.330	3.385	3.224	3.340	3.434	
3.330	3.385	3.224	3.340	3.727	
3.330	3.385	3.224	3.340	3.629	
3.330	3.385	3.224	3.340	3.336	
3.330	3.385	3.224	3.340	3.434	
3.330	3.385	3.224	3.340	3.483	
3.330	3.385	3.224	3.340	3.752	
3.330	3.385	3.224	3.340	3.642	
3.330	3.385	3.224	3.340	3.587	
3.330	3.385	3.224	3.340	3.559	
3.330	3.385	3.224	3.340	3.300	
3.330	3.385	3.224	3.340	3.661	
3.330	3.385	3.224	3.340	3.351	
3.330	3.213	3.224	3.340	3.351	
3.330	3.372	3.224	3.340	3.351	
3.330	3.452	3.224	3.340	3.351	
3.330	3.737	3.224	3.340	3.351	
3.330	3.634	3.224	3.340	3.351	
3.330	3.338	3.224	3.340	3.351	
3.330	3.435	3.224	3.340	3.351	
3.330	3.728	3.224	3.340	3.351	
3.330	3.630	3.224	3.340	3.351	
3.330	3.336	3.224	3.340	3.351	
3.330	3.434	3.224	3.340	3.351	
3.330	3.483	3.224	3.340	3.351	
3.330	3.507	3.224	3.340	3.351	
3.330	3.764	3.224	3.340	3.351	
3.330	3.648	3.224	3.340	3.351	
3.330	3.590	3.224	3.340	3.351	
3.330	3.316	3.224	3.340	3.351	
3.330	3.424	3.224	3.340	3.351	
3.330	3.478	3.224	3.340	3.351	
3.330	3.505	3.224	3.340	3.351	
3.330	3.273	3.224	3.340	3.351	
3.330	3.647	3.224	3.340	3.351	
3.330	3.589	3.224	3.340	3.351	
3.330	3.560	3.224	3.340	3.351	
3.330	3.546	3.224	3.340	3.351	
3.330	3.539	3.224	3.340	3.351	
3.330	3.535	3.224	3.340	3.351	
3.330	3.289	3.224	3.340	3.351	
3.330	3.655	3.224	3.340	3.351	
3.330	3.593	3.224	3.340	3.351	
3.330	3.318	3.224	3.340	3.351	
3.330	3.425	3.224	3.340	3.351	
3.330	3.478	3.224	3.340	3.351	
3.330	3.260	3.224	3.340	3.351	
3.330	3.396	3.224	3.340	3.351	
3.330	3.464	3.224	3.340	3.351	
3.330	3.498	3.224	3.340	3.351	
3.330	3.515	3.224	3.340	3.351	
3.330	3.523	3.224	3.340	3.351	
3.330	3.527	3.224	3.340	3.351	
3.330	3.529	3.224	3.340	3.351	
3.330	3.531	3.224	3.340	3.351	
3.330	3.531	3.224	3.340	3.351	
3.330	3.286	3.224	3.340	3.351	
3.330	3.409	3.224	3.340	3.351	
3.330	3.470	3.224	3.340	3.351	
3.330	3.501	3.224	3.340	3.351	
3.330	3.516	3.224	3.340	3.351	
3.330	3.524	3.224	3.340	3.351	
3.330	3.283	3.224	3.340	3.351	
3.330	3.407	3.224	3.340	3.351	
3.330	3.469	3.224	3.340	3.351	
3.330	3.501	3.224	3.340	3.351	
3.330	3.516	3.224	3.340	3.351	
3.330	3.279	3.224	3.340	3.351	
3.330	3.405	3.224	3.340	3.351	
3.330	3.468	3.224	3.340	3.351	
3.330	3.500	3.224	3.340	3.351	
3.330	3.271	3.224	3.340	3.351	
3.330	3.401	3.224	3.340	3.351	
3.330	3.466	3.224	3.340	3.351	
3.330	3.254	3.224	3.340	3.351	
3.330	3.393	3.224	3.340	3.351	
3.330	3.462	3.224	3.340	3.351	
3.330	3.497	3.224	3.340	3.351	
3.330	3.269	3.224	3.340	3.351	
3.330	3.400	3.224	3.340	3.351	
3.330	3.466	3.224	3.340	3.351	
3.330	3.254	3.224	3.340	3.351	
3.330	3.393	3.224	3.340	3.351	
3.330	3.462	3.224	3.340	3.351	
3.330	3.497	3.224	3.340	3.351	
3.330	3.269	3.224	3.340	3.351	
3.330	3.400	3.224	3.340	3.351	
3.330	3.466	3.224	3.340	3.351	
3.330	3.499	3.224	3.340	3.351	
3.330	3.270	3.224	3.340	3.351	
3.330	3.401	3.224	3.340	3.351	
3.330	3.466	3.224	3.340	3.351	
3.330	3.254	3.224	3.340	3.351	
3.330	3.393	3.224	3.340	3.351	
3.330	3.462	3.224	3.340	3.351	
3.330	3.497	3.224	3.340	3.351	
3.330	3.269	3.224	3.340	3.351	
3.330	3.400	3.224	3.340	3.351	
3.330	3.466	3.224	3.340	3.351	
3.330	3.254	3.224	3.340	3.351	
3.330	3.393	3.224	3.340	3.351	
3.330	3.462	3.224	3.340	3.351	
3.330	3.252	3.224	3.340	3.351	
3.330	3.392	3.224	3.340	3.351	
3.330	3.217	3.224	3.340	3.351	
3.330	3.374	3.224	3.340	3.351	
3.330	3.453	3.224	3.340	3.351	
3.330	3.247	3.224	3.340	3.351	
3.330	3.389	3.224	3.340	3.351	
3.330	3.216	3.224	3.340	3.351	
3.330	3.374	3.224	3.340	3.351	
3.330	3.208	3.224	3.340	3.351	
3.330	3.370	3.224	3.340	3.351	
3.330	3.451	3.224	3.340	3.351	
3.330	3.246	3.224	3.340	3.351	
3.330	3.389	3.224	3.340	3.351	
3.330	3.215	3.224	3.340	3.351	
3.330	3.373	3.224	3.340	3.351	
3.330	3.208	3.224	3.340	3.351	
3.330	3.370	3.224	3.340	3.351	
3.330	3.206	3.224	3.340	3.351	
3.330	3.369	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.205	3.224	3.340	3.351	
3.330	3.368	3.224	3.340	3.351	
3.330	3.450	3.224	3.340	3.351	
3.330	3.246	3.224	3.340	3.351	
3.330	3.389	3.224	3.340	3.351	
3.330	3.215	3.224	3.340	3.351	
