Server_0E	Server_0	Server_0D	Server_03	Server_05	
3.344	3.355	3.454	3.311	3.324	
3.344	3.355	3.454	3.666	3.324	
3.344	3.355	3.454	3.599	3.324	
3.344	3.355	3.454	3.320	3.324	
3.344	3.355	3.248	3.320	3.324	
3.344	3.355	3.390	3.320	3.324	
3.344	3.355	3.461	3.320	3.324	
3.344	3.355	3.741	3.320	3.324	
3.344	3.355	3.636	3.320	3.324	
3.344	3.355	3.339	3.320	3.324	
3.344	3.199	3.339	3.320	3.324	
3.344	3.610	3.339	3.320	3.324	
3.344	3.326	3.339	3.320	3.324	
3.344	3.429	3.339	3.320	3.324	
3.344	3.725	3.339	3.320	3.324	
3.344	3.628	3.339	3.320	3.324	
3.344	3.335	3.339	3.320	3.324	
3.344	3.678	3.339	3.320	3.324	
3.344	3.605	3.339	3.320	3.324	
3.344	3.568	3.339	3.320	3.324	
3.344	3.305	3.339	3.320	3.324	
3.344	3.418	3.339	3.320	3.324	
3.344	3.475	3.339	3.320	3.324	
3.344	3.258	3.339	3.320	3.324	
3.344	3.395	3.339	3.320	3.324	
3.344	3.708	3.339	3.320	3.324	
3.344	3.620	3.339	3.320	3.324	
3.344	3.331	3.339	3.320	3.324	
3.344	3.431	3.339	3.320	3.324	
3.344	3.481	3.339	3.320	3.324	
3.344	3.751	3.339	3.320	3.324	
3.344	3.641	3.339	3.320	3.324	
3.344	3.342	3.339	3.320	3.324	
3.344	3.681	3.339	3.320	3.324	
3.344	3.606	3.339	3.320	3.324	
3.344	3.569	3.339	3.320	3.324	
3.344	3.305	3.339	3.320	3.324	
3.344	3.419	3.339	3.320	3.324	
3.344	3.475	3.339	3.320	3.324	
3.344	3.748	3.339	3.320	3.324	
3.344	3.395	3.339	3.320	3.324	
3.344	3.463	3.339	3.320	3.324	
3.344	3.497	3.339	3.320	3.324	
3.344	3.515	3.339	3.320	3.324	
3.344	3.278	3.339	3.320	3.324	
3.344	3.405	3.339	3.320	3.324	
3.344	3.713	3.339	3.320	3.324	
3.344	3.622	3.339	3.320	3.324	
3.344	3.332	3.339	3.320	3.324	
3.344	3.432	3.339	3.320	3.324	
3.344	3.727	3.339	3.320	3.324	
3.344	3.629	3.339	3.320	3.324	
3.344	3.335	3.339	3.320	3.324	
3.344	3.678	3.339	3.320	3.324	
3.344	3.605	3.339	3.320	3.324	
3.344	3.568	3.339	3.320	3.324	
3.344	3.305	3.339	3.320	3.324	
3.193	3.305	3.339	3.320	3.324	
3.607	3.305	3.339	3.320	3.324	
3.324	3.305	3.339	3.320	3.324	
3.428	3.305	3.339	3.320	3.324	
3.725	3.305	3.339	3.320	3.324	
3.383	3.305	3.339	3.320	3.324	
3.212	3.305	3.339	3.320	3.324	
3.617	3.305	3.339	3.320	3.324	
3.574	3.305	3.339	3.320	3.324	
3.308	3.305	3.339	3.320	3.324	
3.665	3.305	3.339	3.320	3.324	
3.598	3.305	3.339	3.320	3.324	
3.565	3.305	3.339	3.320	3.324	
3.303	3.305	3.339	3.320	3.324	
3.417	3.305	3.339	3.320	3.324	
3.230	3.305	3.339	3.320	3.324	
3.381	3.305	3.339	3.320	3.324	
3.701	3.305	3.339	3.320	3.324	
3.616	3.305	3.339	3.320	3.324	
3.574	3.305	3.339	3.320	3.324	
3.308	3.305	3.339	3.320	3.324	
3.665	3.305	3.339	3.320	3.324	
3.598	3.305	3.339	3.320	3.324	
3.565	3.305	3.339	3.320	3.324	
3.303	3.305	3.339	3.320	3.324	
3.303	3.305	3.190	3.320	3.324	
3.303	3.305	3.606	3.320	3.324	
3.303	3.305	3.569	3.320	3.324	
3.303	3.305	3.550	3.320	3.324	
3.303	3.305	3.296	3.320	3.324	
3.303	3.305	3.659	3.320	3.324	
3.303	3.305	3.595	3.320	3.324	
3.303	3.305	3.563	3.320	3.324	
3.303	3.305	3.547	3.320	3.324	
3.303	3.305	3.540	3.320	3.324	
3.303	3.305	3.536	3.320	3.324	
3.303	3.305	3.534	3.320	3.324	
3.303	3.305	3.533	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.287	3.320	3.324	
3.303	3.305	3.654	3.320	3.324	
3.303	3.305	3.593	3.320	3.324	
3.303	3.305	3.562	3.320	3.324	
3.303	3.305	3.547	3.320	3.324	
3.303	3.305	3.539	3.320	3.324	
3.303	3.305	3.535	3.320	3.324	
3.303	3.305	3.534	3.320	3.324	
3.303	3.305	3.533	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.287	3.320	3.324	
3.303	3.305	3.409	3.320	3.324	
3.303	3.305	3.715	3.320	3.324	
3.303	3.305	3.623	3.320	3.324	
3.303	3.305	3.577	3.320	3.324	
3.303	3.305	3.310	3.320	3.324	
3.303	3.305	3.665	3.320	3.324	
3.303	3.305	3.599	3.320	3.324	
3.303	3.305	3.565	3.320	3.324	
3.303	3.305	3.548	3.320	3.324	
3.303	3.305	3.540	3.320	3.324	
3.303	3.305	3.536	3.320	3.324	
3.303	3.305	3.534	3.320	3.324	
3.303	3.305	3.533	3.320	3.324	
3.303	3.305	3.287	3.320	3.324	
3.303	3.305	3.654	3.320	3.324	
3.303	3.305	3.593	3.320	3.324	
3.303	3.305	3.562	3.320	3.324	
3.303	3.305	3.547	3.320	3.324	
3.303	3.305	3.294	3.320	3.324	
3.303	3.305	3.413	3.320	3.324	
3.303	3.305	3.472	3.320	3.324	
3.303	3.305	3.502	3.320	3.324	
3.303	3.305	3.762	3.320	3.324	
3.303	3.305	3.647	3.320	3.324	
3.303	3.305	3.589	3.320	3.324	
3.303	3.305	3.560	3.320	3.324	
3.303	3.305	3.546	3.320	3.324	
3.303	3.305	3.539	3.320	3.324	
3.303	3.305	3.535	3.320	3.324	
3.303	3.305	3.533	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.532	3.320	3.324	
3.303	3.305	3.287	3.320	3.324	
3.303	3.305	3.409	3.320	3.324	
3.303	3.305	3.715	3.320	3.324	
3.303	3.305	3.623	3.320	3.324	
3.303	3.305	3.578	3.320	3.324	
3.303	3.305	3.310	3.320	3.324	
3.303	3.305	3.665	3.320	3.324	
3.303	3.305	3.599	3.320	3.324	
3.303	3.305	3.320	3.320	3.324	
3.303	3.305	3.320	3.320	3.183	
3.303	3.305	3.320	3.320	3.602	
3.303	3.305	3.320	3.320	3.567	
3.303	3.305	3.320	3.320	3.549	
3.303	3.305	3.320	3.320	3.540	
3.303	3.305	3.320	3.320	3.536	
3.303	3.305	3.320	3.320	3.534	
3.303	3.305	3.320	3.320	3.777	
3.303	3.305	3.320	3.320	3.655	
3.303	3.305	3.320	3.320	3.348	
3.303	3.305	3.320	3.320	3.440	
3.303	3.305	3.320	3.320	3.486	
3.303	3.305	3.320	3.320	3.509	
3.303	3.305	3.320	3.320	3.520	
3.303	3.305	3.320	3.320	3.526	
3.303	3.305	3.320	3.320	3.529	
3.303	3.305	3.320	3.320	3.530	
3.303	3.305	3.320	3.320	3.286	
3.303	3.305	3.320	3.320	3.654	
3.303	3.305	3.320	3.320	3.593	
3.303	3.305	3.320	3.320	3.562	
3.303	3.305	3.320	3.320	3.547	
3.303	3.305	3.320	3.320	3.539	
3.303	3.305	3.320	3.320	3.535	
3.303	3.305	3.320	3.320	3.533	
3.303	3.305	3.320	3.320	3.288	
