Server_0F	Server_0	Server_06	Server_0A	Server_03	
3.323	3.336	3.412	3.032	3.309	
3.323	3.336	3.716	3.032	3.309	
3.323	3.336	3.624	3.032	3.309	
3.323	3.336	3.333	3.032	3.309	
3.323	3.336	3.677	3.032	3.309	
3.323	3.336	3.604	3.032	3.309	
3.323	3.336	3.568	3.032	3.309	
3.323	3.336	3.550	3.032	3.309	
3.323	3.336	3.296	3.032	3.309	
3.323	3.336	3.414	3.032	3.309	
3.323	3.336	3.717	3.032	3.309	
3.323	3.336	3.625	3.032	3.309	
3.323	3.336	3.333	3.032	3.309	
3.323	3.336	3.432	3.032	3.309	
3.323	3.336	3.482	3.032	3.309	
3.323	3.336	3.262	3.032	3.309	
3.323	3.336	3.397	3.032	3.309	
3.323	3.336	3.709	3.032	3.309	
3.323	3.336	3.620	3.032	3.309	
3.323	3.336	3.576	3.032	3.309	
3.323	3.336	3.554	3.032	3.309	
3.323	3.336	3.543	3.032	3.309	
3.323	3.336	3.537	3.032	3.309	
3.323	3.336	3.534	3.032	3.309	
3.323	3.336	3.533	3.032	3.309	
3.323	3.336	3.287	3.032	3.309	
3.323	3.336	3.409	3.032	3.309	
3.323	3.336	3.715	3.032	3.309	
3.323	3.336	3.379	3.032	3.309	
3.323	3.336	3.210	3.032	3.309	
3.323	3.336	3.616	3.032	3.309	
3.323	3.336	3.574	3.032	3.309	
3.323	3.336	3.553	3.032	3.309	
3.323	3.336	3.542	3.032	3.309	
3.323	3.336	3.292	3.032	3.309	
3.323	3.336	3.657	3.032	3.309	
3.323	3.336	3.594	3.032	3.309	
3.323	3.336	3.318	3.032	3.309	
3.323	3.336	3.425	3.032	3.309	
3.323	3.336	3.723	3.032	3.309	
3.323	3.336	3.627	3.032	3.309	
3.323	3.336	3.335	3.032	3.309	
3.323	3.336	3.433	3.032	3.309	
3.323	3.336	3.482	3.032	3.309	
3.323	3.336	3.752	3.032	3.309	
3.323	3.336	3.642	3.032	3.309	
3.323	3.336	3.587	3.032	3.309	
3.323	3.336	3.559	3.032	3.309	
3.323	3.336	3.545	3.032	3.309	
3.323	3.336	3.538	3.032	3.309	
3.323	3.336	3.535	3.032	3.309	
3.323	3.336	3.533	3.032	3.309	
3.323	3.336	3.777	3.032	3.309	
3.323	3.336	3.654	3.032	3.309	
3.323	3.336	3.593	3.032	3.309	
3.323	3.336	3.562	3.032	3.309	
3.323	3.336	3.547	3.032	3.309	
3.323	3.336	3.539	3.032	3.309	
3.323	3.336	3.535	3.032	3.309	
3.323	3.336	3.534	3.032	3.309	
3.323	3.336	3.533	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.287	3.032	3.309	
3.323	3.336	3.654	3.032	3.309	
3.323	3.336	3.593	3.032	3.309	
3.323	3.336	3.562	3.032	3.309	
3.323	3.336	3.547	3.032	3.309	
3.323	3.336	3.539	3.032	3.309	
3.323	3.336	3.535	3.032	3.309	
3.323	3.336	3.534	3.032	3.309	
3.323	3.336	3.533	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.287	3.032	3.309	
3.323	3.336	3.654	3.032	3.309	
3.323	3.336	3.593	3.032	3.309	
3.323	3.336	3.562	3.032	3.309	
3.323	3.336	3.547	3.032	3.309	
3.323	3.336	3.539	3.032	3.309	
3.323	3.336	3.535	3.032	3.309	
3.323	3.336	3.534	3.032	3.309	
3.323	3.336	3.533	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.287	3.032	3.309	
3.323	3.336	3.654	3.032	3.309	
3.323	3.336	3.593	3.032	3.309	
3.323	3.336	3.562	3.032	3.309	
3.323	3.336	3.547	3.032	3.309	
3.323	3.336	3.539	3.032	3.309	
3.323	3.336	3.535	3.032	3.309	
3.323	3.336	3.534	3.032	3.309	
3.323	3.336	3.533	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.287	3.032	3.309	
3.323	3.336	3.409	3.032	3.309	
3.323	3.336	3.715	3.032	3.309	
3.323	3.336	3.623	3.032	3.309	
3.323	3.336	3.578	3.032	3.309	
3.323	3.336	3.555	3.032	3.309	
3.323	3.336	3.543	3.032	3.309	
3.323	3.336	3.537	3.032	3.309	
3.323	3.336	3.534	3.032	3.309	
3.323	3.336	3.288	3.032	3.309	
3.323	3.336	3.655	3.032	3.309	
3.323	3.336	3.593	3.032	3.309	
3.323	3.336	3.562	3.032	3.309	
3.323	3.336	3.547	3.032	3.309	
3.323	3.336	3.294	3.032	3.309	
3.323	3.336	3.658	3.032	3.309	
3.323	3.336	3.595	3.032	3.309	
3.323	3.336	3.563	3.032	3.309	
3.323	3.336	3.302	3.032	3.309	
3.323	3.336	3.662	3.032	3.309	
3.323	3.336	3.352	3.032	3.309	
3.323	3.336	3.197	3.032	3.309	
3.323	3.336	3.364	3.032	3.309	
3.323	3.336	3.693	3.032	3.309	
3.323	3.336	3.367	3.032	3.309	
3.323	3.336	3.205	3.032	3.309	
3.323	3.336	3.613	3.032	3.309	
3.323	3.336	3.572	3.032	3.309	
3.323	3.336	3.307	3.032	3.309	
3.323	3.336	3.419	3.032	3.309	
3.323	3.336	3.720	3.032	3.309	
3.323	3.336	3.626	3.032	3.309	
3.323	3.336	3.579	3.032	3.309	
3.323	3.336	3.555	3.032	3.309	
3.323	3.336	3.543	3.032	3.309	
3.323	3.336	3.537	3.032	3.309	
3.323	3.336	3.290	3.032	3.309	
3.323	3.336	3.655	3.032	3.309	
3.323	3.336	3.594	3.032	3.309	
3.323	3.336	3.563	3.032	3.309	
3.323	3.336	3.547	3.032	3.309	
3.323	3.336	3.539	3.032	3.309	
3.323	3.336	3.535	3.032	3.309	
3.323	3.336	3.534	3.032	3.309	
3.323	3.336	3.533	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
3.323	3.336	3.532	3.032	3.309	
