Server_00	Server_0	Server_0B	Server_06	Server_0E	
3.335	3.285	3.318	3.150	3.303	
3.335	3.408	3.318	3.150	3.303	
3.335	3.470	3.318	3.150	3.303	
3.335	3.501	3.318	3.150	3.303	
3.335	3.516	3.318	3.150	3.303	
3.335	3.279	3.318	3.150	3.303	
3.335	3.405	3.318	3.150	3.303	
3.335	3.468	3.318	3.150	3.303	
3.335	3.500	3.318	3.150	3.303	
3.335	3.271	3.318	3.150	3.303	
3.335	3.401	3.318	3.150	3.303	
3.335	3.466	3.318	3.150	3.303	
3.335	3.499	3.318	3.150	3.303	
3.335	3.270	3.318	3.150	3.303	
3.335	3.401	3.318	3.150	3.303	
3.335	3.466	3.318	3.150	3.303	
3.335	3.254	3.318	3.150	3.303	
3.335	3.393	3.318	3.150	3.303	
3.335	3.462	3.318	3.150	3.303	
3.335	3.497	3.318	3.150	3.303	
3.335	3.269	3.318	3.150	3.303	
3.335	3.400	3.318	3.150	3.303	
3.335	3.466	3.318	3.150	3.303	
3.335	3.254	3.318	3.150	3.303	
3.335	3.393	3.318	3.150	3.303	
3.335	3.462	3.318	3.150	3.303	
3.335	3.497	3.318	3.150	3.303	
3.335	3.269	3.318	3.150	3.303	
3.335	3.400	3.318	3.150	3.303	
3.335	3.466	3.318	3.150	3.303	
3.335	3.499	3.318	3.150	3.303	
3.335	3.270	3.318	3.150	3.303	
3.335	3.401	3.318	3.150	3.303	
3.335	3.466	3.318	3.150	3.303	
3.335	3.254	3.318	3.150	3.303	
3.335	3.393	3.318	3.150	3.303	
3.335	3.462	3.318	3.150	3.303	
3.335	3.252	3.318	3.150	3.303	
3.335	3.392	3.318	3.150	3.303	
3.335	3.462	3.318	3.150	3.303	
3.335	3.252	3.318	3.150	3.303	
3.335	3.392	3.318	3.150	3.303	
3.335	3.462	3.318	3.150	3.303	
3.335	3.252	3.318	3.150	3.303	
3.335	3.392	3.318	3.150	3.303	
3.335	3.217	3.318	3.150	3.303	
3.335	3.374	3.318	3.150	3.303	
3.335	3.453	3.318	3.150	3.303	
3.335	3.247	3.318	3.150	3.303	
3.335	3.389	3.318	3.150	3.303	
3.335	3.216	3.318	3.150	3.303	
3.335	3.374	3.318	3.150	3.303	
3.335	3.453	3.318	3.150	3.303	
3.335	3.247	3.318	3.150	3.303	
3.335	3.389	3.318	3.150	3.303	
3.335	3.216	3.318	3.150	3.303	
3.335	3.374	3.318	3.150	3.303	
3.335	3.208	3.318	3.150	3.303	
3.335	3.370	3.318	3.150	3.303	
3.335	3.206	3.318	3.150	3.303	
3.335	3.369	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
3.335	3.205	3.318	3.150	3.303	
3.335	3.368	3.318	3.150	3.303	
