Server_0A	Server_0	Server_01	Server_0C	Server_03	
3.466	3.345	3.302	3.408	3.663	
3.466	3.345	3.302	3.408	3.597	
3.466	3.345	3.302	3.408	3.564	
3.466	3.345	3.302	3.408	3.303	
3.466	3.345	3.302	3.408	3.662	
3.466	3.345	3.302	3.408	3.842	
3.466	3.345	3.302	3.408	3.687	
3.466	3.345	3.302	3.408	3.364	
3.466	3.345	3.302	3.408	3.693	
3.466	3.345	3.302	3.408	3.612	
3.466	3.345	3.302	3.408	3.327	
3.466	3.345	3.302	3.408	3.429	
3.466	3.345	3.302	3.408	3.725	
3.466	3.345	3.302	3.408	3.628	
3.466	3.345	3.302	3.408	3.580	
3.466	3.345	3.302	3.408	3.311	
3.466	3.345	3.302	3.408	3.421	
3.466	3.345	3.302	3.408	3.476	
3.466	3.345	3.302	3.408	3.259	
3.466	3.345	3.302	3.408	3.395	
3.466	3.345	3.302	3.408	3.708	
3.466	3.345	3.302	3.408	3.620	
3.466	3.345	3.302	3.408	3.821	
3.466	3.345	3.302	3.408	3.431	
3.254	3.345	3.302	3.408	3.431	
3.393	3.345	3.302	3.408	3.431	
3.707	3.345	3.302	3.408	3.431	
3.619	3.345	3.302	3.408	3.431	
3.331	3.345	3.302	3.408	3.431	
3.431	3.345	3.302	3.408	3.431	
3.726	3.345	3.302	3.408	3.431	
3.629	3.345	3.302	3.408	3.431	
3.335	3.345	3.302	3.408	3.431	
3.433	3.345	3.302	3.408	3.431	
3.483	3.345	3.302	3.408	3.431	
3.507	3.345	3.302	3.408	3.431	
3.519	3.345	3.302	3.408	3.431	
3.281	3.345	3.302	3.408	3.431	
3.651	3.345	3.302	3.408	3.431	
3.591	3.345	3.302	3.408	3.431	
3.317	3.345	3.302	3.408	3.431	
3.424	3.345	3.302	3.408	3.431	
3.723	3.345	3.302	3.408	3.431	
3.627	3.345	3.302	3.408	3.431	
3.334	3.345	3.302	3.408	3.431	
3.433	3.345	3.302	3.408	3.431	
3.727	3.345	3.302	3.408	3.431	
3.629	3.345	3.302	3.408	3.431	
3.580	3.345	3.302	3.408	3.431	
3.556	3.345	3.302	3.408	3.431	
3.544	3.345	3.302	3.408	3.431	
3.293	3.345	3.302	3.408	3.431	
3.412	3.345	3.302	3.408	3.431	
3.717	3.345	3.302	3.408	3.431	
3.624	3.345	3.302	3.408	3.431	
3.578	3.345	3.302	3.408	3.431	
3.310	3.345	3.302	3.408	3.431	
3.421	3.345	3.302	3.408	3.431	
3.721	3.345	3.302	3.408	3.431	
3.626	3.345	3.302	3.408	3.431	
3.579	3.345	3.302	3.408	3.431	
3.310	3.345	3.302	3.408	3.431	
3.310	3.345	3.302	3.408	3.236	
3.310	3.345	3.302	3.408	3.629	
3.310	3.345	3.302	3.408	3.335	
3.310	3.345	3.302	3.408	3.433	
3.310	3.345	3.302	3.408	3.727	
3.310	3.345	3.302	3.408	3.629	
3.310	3.345	3.302	3.408	3.336	
3.310	3.345	3.302	3.225	3.336	
3.310	3.345	3.302	3.378	3.336	
3.310	3.345	3.302	3.455	3.336	
3.310	3.345	3.302	3.248	3.336	
3.310	3.194	3.302	3.248	3.336	
3.310	3.607	3.302	3.248	3.336	
3.310	3.569	3.302	3.248	3.336	
3.310	3.551	3.302	3.248	3.336	
3.310	3.541	3.302	3.248	3.336	
3.310	3.291	3.302	3.248	3.336	
3.310	3.656	3.302	3.248	3.336	
3.310	3.594	3.302	3.248	3.336	
3.310	3.563	3.302	3.248	3.336	
3.310	3.302	3.302	3.248	3.336	
3.310	3.662	3.302	3.248	3.336	
3.310	3.597	3.302	3.248	3.336	
3.310	3.564	3.302	3.248	3.336	
3.310	3.548	3.302	3.248	3.336	
3.310	3.540	3.302	3.248	3.336	
3.310	3.291	3.302	3.248	3.336	
3.310	3.411	3.302	3.248	3.336	
3.310	3.471	3.302	3.248	3.336	
3.310	3.501	3.302	3.248	3.336	
3.310	3.272	3.302	3.248	3.336	
3.310	3.402	3.302	3.248	3.336	
3.310	3.711	3.302	3.248	3.336	
3.310	3.377	3.302	3.248	3.336	
3.310	3.454	3.302	3.248	3.336	
3.310	3.738	3.302	3.248	3.336	
3.310	3.390	3.302	3.248	3.336	
3.310	3.216	3.302	3.248	3.336	
3.310	3.374	3.302	3.248	3.336	
3.310	3.453	3.302	3.248	3.336	
3.310	3.492	3.302	3.248	3.336	
3.310	3.512	3.302	3.248	3.336	
3.310	3.277	3.302	3.248	3.336	
3.310	3.404	3.302	3.248	3.336	
3.310	3.468	3.302	3.248	3.336	
3.310	3.500	3.302	3.248	3.336	
3.310	3.516	3.302	3.248	3.336	
3.310	3.524	3.302	3.248	3.336	
3.310	3.528	3.302	3.248	3.336	
3.310	3.285	3.302	3.248	3.336	
3.310	3.408	3.302	3.248	3.336	
3.310	3.470	3.302	3.248	3.336	
3.310	3.501	3.302	3.248	3.336	
3.310	3.516	3.302	3.248	3.336	
3.310	3.279	3.302	3.248	3.336	
3.310	3.405	3.302	3.248	3.336	
3.310	3.468	3.302	3.248	3.336	
3.310	3.500	3.302	3.248	3.336	
3.310	3.271	3.302	3.248	3.336	
3.310	3.401	3.302	3.248	3.336	
3.310	3.466	3.302	3.248	3.336	
3.310	3.254	3.302	3.248	3.336	
3.310	3.393	3.302	3.248	3.336	
3.310	3.462	3.302	3.248	3.336	
3.310	3.497	3.302	3.248	3.336	
3.310	3.269	3.302	3.248	3.336	
3.310	3.400	3.302	3.248	3.336	
3.310	3.466	3.302	3.248	3.336	
3.310	3.254	3.302	3.248	3.336	
3.310	3.393	3.302	3.248	3.336	
3.310	3.462	3.302	3.248	3.336	
3.310	3.497	3.302	3.248	3.336	
3.310	3.269	3.302	3.248	3.336	
3.310	3.400	3.302	3.248	3.336	
3.310	3.466	3.302	3.248	3.336	
3.310	3.254	3.302	3.248	3.336	
3.310	3.393	3.302	3.248	3.336	
3.310	3.462	3.302	3.248	3.336	
3.310	3.497	3.302	3.248	3.336	
3.310	3.269	3.302	3.248	3.336	
3.310	3.400	3.302	3.248	3.336	
3.310	3.466	3.302	3.248	3.336	
3.310	3.254	3.302	3.248	3.336	
3.310	3.393	3.302	3.248	3.336	
3.310	3.462	3.302	3.248	3.336	
3.310	3.497	3.302	3.248	3.336	
3.310	3.269	3.302	3.248	3.336	
3.310	3.400	3.302	3.248	3.336	
3.310	3.466	3.302	3.248	3.336	
3.310	3.254	3.302	3.248	3.336	
3.310	3.393	3.302	3.248	3.336	
3.310	3.217	3.302	3.248	3.336	
3.310	3.374	3.302	3.248	3.336	
3.310	3.453	3.302	3.248	3.336	
3.310	3.247	3.302	3.248	3.336	
3.310	3.389	3.302	3.248	3.336	
3.310	3.216	3.302	3.248	3.336	
3.310	3.374	3.302	3.248	3.336	
3.310	3.208	3.302	3.248	3.336	
3.310	3.370	3.302	3.248	3.336	
3.310	3.451	3.302	3.248	3.336	
3.310	3.246	3.302	3.248	3.336	
3.310	3.389	3.302	3.248	3.336	
3.310	3.215	3.302	3.248	3.336	
3.310	3.373	3.302	3.248	3.336	
3.310	3.208	3.302	3.248	3.336	
3.310	3.370	3.302	3.248	3.336	
3.310	3.206	3.302	3.248	3.336	
3.310	3.369	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
3.310	3.205	3.302	3.248	3.336	
3.310	3.368	3.302	3.248	3.336	
