Server_03	Server_0	Server_0F	Server_04	Server_0D	
3.353	3.561	3.565	3.322	3.075	
3.353	3.561	3.548	3.322	3.075	
3.353	3.301	3.548	3.322	3.075	
3.353	3.661	3.548	3.322	3.075	
3.353	3.352	3.548	3.322	3.075	
3.353	3.352	3.540	3.322	3.075	
3.353	3.352	3.536	3.322	3.075	
3.353	3.352	3.534	3.322	3.075	
3.353	3.352	3.777	3.322	3.075	
3.353	3.352	3.655	3.322	3.075	
3.353	3.352	3.593	3.322	3.075	
3.353	3.352	3.317	3.322	3.075	
3.353	3.352	3.669	3.322	3.075	
3.353	3.352	3.600	3.322	3.075	
3.353	3.352	3.566	3.322	3.075	
3.353	3.352	3.304	3.322	3.075	
3.353	3.352	3.663	3.322	3.075	
3.353	3.352	3.352	3.322	3.075	
3.197	3.352	3.352	3.322	3.075	
3.609	3.352	3.352	3.322	3.075	
3.570	3.352	3.352	3.322	3.075	
3.551	3.352	3.352	3.322	3.075	
3.296	3.352	3.352	3.322	3.075	
3.414	3.352	3.352	3.322	3.075	
3.718	3.352	3.352	3.322	3.075	
3.380	3.352	3.352	3.322	3.075	
3.211	3.352	3.352	3.322	3.075	
3.616	3.352	3.352	3.322	3.075	
3.574	3.352	3.352	3.322	3.075	
3.308	3.352	3.352	3.322	3.075	
3.420	3.352	3.352	3.322	3.075	
3.720	3.352	3.352	3.322	3.075	
3.626	3.352	3.352	3.322	3.075	
3.579	3.352	3.352	3.322	3.075	
3.310	3.352	3.352	3.322	3.075	
3.421	3.352	3.352	3.322	3.075	
3.476	3.352	3.352	3.322	3.075	
3.749	3.352	3.352	3.322	3.075	
3.395	3.352	3.352	3.322	3.075	
3.463	3.352	3.352	3.322	3.075	
3.498	3.352	3.352	3.322	3.075	
3.515	3.352	3.352	3.322	3.075	
3.523	3.352	3.352	3.322	3.075	
3.282	3.352	3.352	3.322	3.075	
3.652	3.352	3.352	3.322	3.075	
3.592	3.352	3.352	3.322	3.075	
3.562	3.352	3.352	3.322	3.075	
3.547	3.352	3.352	3.322	3.075	
3.539	3.352	3.352	3.322	3.075	
3.535	3.352	3.352	3.322	3.075	
3.533	3.352	3.352	3.322	3.075	
3.288	3.352	3.352	3.322	3.075	
3.654	3.352	3.352	3.322	3.075	
3.593	3.352	3.352	3.322	3.075	
3.317	3.352	3.352	3.322	3.075	
3.669	3.352	3.352	3.322	3.075	
3.600	3.352	3.352	3.322	3.075	
3.321	3.352	3.352	3.322	3.075	
3.321	3.352	3.197	3.322	3.075	
3.321	3.352	3.609	3.322	3.075	
3.321	3.352	3.570	3.322	3.075	
3.321	3.352	3.306	3.322	3.075	
3.321	3.197	3.306	3.322	3.075	
3.321	3.609	3.306	3.322	3.075	
3.321	3.325	3.306	3.322	3.075	
3.321	3.428	3.306	3.322	3.075	
3.321	3.725	3.306	3.322	3.075	
3.321	3.628	3.306	3.322	3.075	
3.321	3.580	3.306	3.322	3.075	
3.321	3.556	3.306	3.322	3.075	
3.321	3.544	3.306	3.322	3.075	
3.321	3.293	3.306	3.322	3.075	
3.321	3.657	3.306	3.322	3.075	
3.321	3.594	3.306	3.322	3.075	
3.321	3.563	3.306	3.322	3.075	
3.321	3.302	3.306	3.322	3.075	
3.321	3.417	3.306	3.322	3.075	
3.321	3.474	3.306	3.322	3.075	
3.321	3.503	3.306	3.322	3.075	
3.321	3.762	3.306	3.322	3.075	
3.321	3.647	3.306	3.322	3.075	
3.321	3.344	3.306	3.322	3.075	
3.321	3.438	3.306	3.322	3.075	
3.321	3.485	3.306	3.322	3.075	
3.321	3.508	3.306	3.322	3.075	
3.321	3.275	3.306	3.322	3.075	
3.321	3.403	3.306	3.322	3.075	
3.321	3.712	3.306	3.322	3.075	
3.321	3.377	3.306	3.322	3.075	
3.321	3.209	3.306	3.322	3.075	
3.321	3.371	3.306	3.322	3.075	
3.321	3.696	3.306	3.322	3.075	
3.321	3.369	3.306	3.322	3.075	
3.321	3.450	3.306	3.322	3.075	
3.321	3.491	3.306	3.322	3.075	
3.321	3.266	3.306	3.322	3.075	
3.321	3.399	3.306	3.322	3.075	
3.321	3.465	3.306	3.322	3.075	
3.321	3.498	3.306	3.322	3.075	
3.321	3.515	3.306	3.322	3.075	
3.321	3.523	3.306	3.322	3.075	
3.321	3.527	3.306	3.322	3.075	
3.321	3.285	3.306	3.322	3.075	
3.321	3.408	3.306	3.322	3.075	
3.321	3.470	3.306	3.322	3.075	
3.321	3.501	3.306	3.322	3.075	
3.321	3.516	3.306	3.322	3.075	
3.321	3.524	3.306	3.322	3.075	
3.321	3.283	3.306	3.322	3.075	
3.321	3.407	3.306	3.322	3.075	
3.321	3.469	3.306	3.322	3.075	
3.321	3.256	3.306	3.322	3.075	
3.321	3.394	3.306	3.322	3.075	
3.321	3.463	3.306	3.322	3.075	
3.321	3.497	3.306	3.322	3.075	
3.321	3.269	3.306	3.322	3.075	
3.321	3.401	3.306	3.322	3.075	
3.321	3.466	3.306	3.322	3.075	
3.321	3.499	3.306	3.322	3.075	
3.321	3.270	3.306	3.322	3.075	
3.321	3.401	3.306	3.322	3.075	
3.321	3.466	3.306	3.322	3.075	
3.321	3.254	3.306	3.322	3.075	
3.321	3.393	3.306	3.322	3.075	
3.321	3.462	3.306	3.322	3.075	
3.321	3.497	3.306	3.322	3.075	
3.321	3.269	3.306	3.322	3.075	
3.321	3.400	3.306	3.322	3.075	
3.321	3.466	3.306	3.322	3.075	
3.321	3.254	3.306	3.322	3.075	
3.321	3.393	3.306	3.322	3.075	
3.321	3.462	3.306	3.322	3.075	
3.321	3.497	3.306	3.322	3.075	
3.321	3.269	3.306	3.322	3.075	
3.321	3.400	3.306	3.322	3.075	
3.321	3.466	3.306	3.322	3.075	
3.321	3.254	3.306	3.322	3.075	
3.321	3.393	3.306	3.322	3.075	
3.321	3.462	3.306	3.322	3.075	
3.321	3.497	3.306	3.322	3.075	
3.321	3.269	3.306	3.322	3.075	
3.321	3.400	3.306	3.322	3.075	
3.321	3.466	3.306	3.322	3.075	
3.321	3.254	3.306	3.322	3.075	
3.321	3.393	3.306	3.322	3.075	
3.321	3.462	3.306	3.322	3.075	
3.321	3.252	3.306	3.322	3.075	
3.321	3.392	3.306	3.322	3.075	
3.321	3.217	3.306	3.322	3.075	
3.321	3.374	3.306	3.322	3.075	
3.321	3.208	3.306	3.322	3.075	
3.321	3.370	3.306	3.322	3.075	
3.321	3.451	3.306	3.322	3.075	
3.321	3.246	3.306	3.322	3.075	
3.321	3.389	3.306	3.322	3.075	
3.321	3.215	3.306	3.322	3.075	
3.321	3.373	3.306	3.322	3.075	
3.321	3.208	3.306	3.322	3.075	
3.321	3.370	3.306	3.322	3.075	
3.321	3.206	3.306	3.322	3.075	
3.321	3.369	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.450	3.306	3.322	3.075	
3.321	3.246	3.306	3.322	3.075	
3.321	3.389	3.306	3.322	3.075	
3.321	3.215	3.306	3.322	3.075	
3.321	3.373	3.306	3.322	3.075	
3.321	3.208	3.306	3.322	3.075	
3.321	3.370	3.306	3.322	3.075	
3.321	3.206	3.306	3.322	3.075	
3.321	3.369	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
3.321	3.205	3.306	3.322	3.075	
3.321	3.368	3.306	3.322	3.075	
